repo_full,detector_family,detector_variant,scenario_type,affected_metrics,dimensionality,magnitude_level,duration_weeks,volume_condition,missingness_condition,scenario_detector_rows,mean_strict_incremental_episode_detected,strict_incremental_episode_detected_valid_observations,mean_strict_incremental_detection_delay_weeks,strict_incremental_detection_delay_weeks_valid_observations,mean_reference_alarm_burden,reference_alarm_burden_valid_observations,mean_incremental_alarm_duration_weeks,incremental_alarm_duration_weeks_valid_observations,mean_incremental_spillover_weeks,incremental_spillover_weeks_valid_observations,mean_total_operational_episode_detected,total_operational_episode_detected_valid_observations,mean_reference_alarm_overlap_fraction,reference_alarm_overlap_fraction_valid_observations,mean_incremental_boundary_overlap,incremental_boundary_overlap_valid_observations,mean_pair_unevaluable_fraction,pair_unevaluable_fraction_valid_observations,mean_injection_relative_precision,injection_relative_precision_valid_observations,mean_injection_relative_false_alarm_rate,injection_relative_false_alarm_rate_valid_observations,mean_incremental_detected_within_0w_post,incremental_detected_within_0w_post_valid_observations,mean_incremental_detected_within_1w_post,incremental_detected_within_1w_post_valid_observations,mean_incremental_detected_within_2w_post,incremental_detected_within_2w_post_valid_observations,mean_incremental_detected_within_4w_post,incremental_detected_within_4w_post_valid_observations
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,2,observed,none,100,0.3,100,0.7666666666666667,30,0.022222222222222185,100,0.38,100,0.01,100,0.34,100,0.025,100,0.18333333333333332,100,0.021739130434782653,100,0.2509803921568628,85,0.018350951374207208,100,0.3,100,0.3,100,0.3,100,0.3,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,2,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,2,observed,none,100,0.96,100,0.875,96,0.04444444444444437,100,1.12,100,0.04,100,1.0,100,0.035,100,0.5533333333333333,100,0.021739130434782653,100,0.4508333333333335,100,0.03670190274841442,100,0.96,100,0.96,100,0.96,100,0.96,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,2,observed,none,100,0.34,100,1.0,34,0.0,100,0.34,100,0.0,100,0.34,100,0.0,100,0.17,100,0.021739130434782653,100,1.0,34,0.0,100,0.34,100,0.34,100,0.34,100,0.34,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,2,observed,none,100,0.93,100,0.9354838709677419,93,0.0,100,1.73,100,0.74,100,0.93,100,0.0,100,0.38550000000000006,100,0.0,100,0.710394265232975,93,0.01681818181818181,100,0.93,100,0.93,100,0.93,100,0.93,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,1.0,100,1.0,100,0.0,100,1.07,100,0.07,100,1.0,100,0.0,100,0.49833333333333335,100,0.021739130434782653,100,0.965,100,0.0016279069767441861,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,0.75,100,0.9066666666666666,75,0.022222222222222185,100,0.83,100,0.01,100,0.76,100,0.01,100,0.4183333333333333,100,0.021739130434782653,100,0.5284552845528455,82,0.0171987315010571,100,0.75,100,0.75,100,0.75,100,0.75,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,0.97,100,0.9175257731958762,97,0.04444444444444437,100,1.13,100,0.08,100,1.0,100,0.04,100,0.5216666666666668,100,0.021739130434782653,100,0.43750000000000017,100,0.03672304439746305,100,0.97,100,0.97,100,0.97,100,0.97,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,0.76,100,1.0,76,0.0,100,0.76,100,0.0,100,0.76,100,0.0,100,0.39,100,0.021739130434782653,100,1.0,76,0.0,100,0.76,100,0.76,100,0.76,100,0.76,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,high,2,observed,none,100,1.0,100,0.77,100,0.0,100,2.71,100,1.48,100,1.0,100,0.0,100,0.3828571428571429,100,0.0,100,0.5451666666666665,100,0.033636363636363666,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,1.0,100,1.0,100,0.0,100,1.02,100,0.02,100,1.0,100,0.0,100,0.5166666666666667,100,0.021739130434782653,100,0.99,100,0.0004651162790697674,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,0.4,100,0.85,40,0.022222222222222185,100,0.49,100,0.04,100,0.41,100,0.025,100,0.21833333333333332,100,0.021739130434782653,100,0.28235294117647064,85,0.018816067653276976,100,0.4,100,0.4,100,0.4,100,0.4,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,0.0,100,,0,0.0,100,0.02,100,0.02,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,0.0,2,0.0004651162790697674,100,0.0,100,0.02,100,0.02,100,0.02,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,0.96,100,0.90625,96,0.04444444444444437,100,1.15,100,0.1,100,1.0,100,0.045,100,0.5283333333333334,100,0.021739130434782653,100,0.44416666666666693,100,0.036236786469344646,100,0.96,100,0.96,100,0.96,100,0.96,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,0.44,100,1.0,44,0.0,100,0.44,100,0.0,100,0.44,100,0.0,100,0.225,100,0.021739130434782653,100,1.0,44,0.0,100,0.44,100,0.44,100,0.44,100,0.44,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,2,low_volume,none,100,0.92,100,0.9130434782608695,92,0.0,100,1.81,100,0.81,100,0.92,100,0.0,100,0.37492857142857156,100,0.0,100,0.6733695652173914,92,0.0184090909090909,100,0.92,100,0.92,100,0.92,100,0.92,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.51,100,1.0,51,0.0,100,0.52,100,0.01,100,0.51,100,0.0,100,0.3761904761904762,70,0.1580434782608695,100,0.9901960784313726,51,0.0002325581395348837,100,0.51,100,0.51,100,0.51,100,0.51,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.15,100,0.8,15,0.020785277649679693,100,0.16,100,0.0,100,0.17,100,0.015,100,0.12,75,0.15956521739130441,100,0.13926940639269406,73,0.018552876617823767,100,0.15,100,0.15,100,0.15,100,0.15,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.03,100,0.0,3,0.04032705729684187,100,0.03,100,0.0,100,0.04,100,0.01,100,0.06666666666666667,45,0.29586956521739166,100,0.026819923371647507,87,0.040548293394391415,100,0.03,100,0.03,100,0.03,100,0.03,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,45,0.29586956521739166,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,2,observed,controlled,100,0.48,100,0.9166666666666666,48,0.0,100,0.87,100,0.35,100,0.48,100,0.0,100,0.20616666666666664,100,0.0,100,0.671474358974359,52,0.00795454545454545,100,0.48,100,0.48,100,0.49,100,0.52,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.93,100,1.043010752688172,93,0.0,100,2.56,100,0.0,100,0.93,100,0.0,100,0.6416666666666667,100,0.021739130434782653,100,1.0,93,0.0,100,0.93,100,0.93,100,0.93,100,0.93,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.25,100,1.12,25,0.022222222222222185,100,0.37,100,0.0,100,0.28,100,0.0225,100,0.0925,100,0.021739130434782653,100,0.26793248945147674,79,0.016091753774680615,100,0.25,100,0.25,100,0.25,100,0.25,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.93,100,1.0,93,0.04444444444444437,100,2.52,100,0.01,100,0.93,100,0.0525,100,0.6281666666666667,100,0.021739130434782653,100,0.6455,100,0.03267131242741001,100,0.93,100,0.93,100,0.93,100,0.93,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.3,100,1.4,30,0.0,100,0.46,100,0.0,100,0.3,100,0.0,100,0.115,100,0.021739130434782653,100,1.0,30,0.0,100,0.3,100,0.3,100,0.3,100,0.3,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,low,4,observed,none,100,0.23,100,2.130434782608696,23,0.0,100,0.42,100,0.09,100,0.23,100,0.0,100,0.07733333333333334,100,0.0,100,0.8768115942028986,23,0.0021428571428571425,100,0.23,100,0.23,100,0.23,100,0.23,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,1.0,100,1.0,100,0.0,100,3.03,100,0.03,100,1.0,100,0.0,100,0.7530000000000001,100,0.021739130434782653,100,0.9925,100,0.0007317073170731708,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,0.45,100,1.1777777777777778,45,0.022222222222222185,100,0.87,100,0.0,100,0.45,100,0.02,100,0.2175,100,0.021739130434782653,100,0.4563926940639271,73,0.014616724738675965,100,0.45,100,0.45,100,0.45,100,0.45,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,1.0,100,0.96,100,0.04444444444444437,100,3.01,100,0.03,100,1.0,100,0.04,100,0.7480000000000001,100,0.021739130434782653,100,0.7294999999999999,100,0.031184668989547054,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,0.45,100,1.2,45,0.0,100,0.87,100,0.0,100,0.45,100,0.0,100,0.2175,100,0.021739130434782653,100,1.0,45,0.0,100,0.45,100,0.45,100,0.45,100,0.45,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,4,observed,none,100,1.0,100,1.16,100,0.0,100,5.26,100,2.42,100,1.0,100,0.0,100,0.4520833333333336,100,0.0,100,0.5570000000000002,100,0.057619047619047556,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,1.0,100,1.0,100,0.0,100,3.03,100,0.03,100,1.0,100,0.0,100,0.7505000000000002,100,0.021739130434782653,100,0.9925,100,0.0007317073170731708,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,0.81,100,0.9629629629629629,81,0.022222222222222185,100,1.95,100,0.0,100,0.81,100,0.03,100,0.49083333333333334,100,0.021739130434782653,100,0.7583333333333329,82,0.0151103368176539,100,0.81,100,0.81,100,0.81,100,0.81,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,1.0,100,0.96,100,0.04444444444444437,100,2.98,100,0.03,100,1.0,100,0.05,100,0.7380000000000001,100,0.021739130434782653,100,0.7254999999999999,100,0.03241579558652732,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,0.79,100,1.0379746835443038,79,0.0,100,1.97,100,0.0,100,0.79,100,0.0,100,0.49583333333333335,100,0.021739130434782653,100,1.0,79,0.0,100,0.79,100,0.79,100,0.79,100,0.79,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,high,4,observed,none,100,1.0,100,0.71,100,0.0,100,6.74,100,3.45,100,1.0,100,0.0,100,0.45178968253968255,100,0.0,100,0.49926587301587305,100,0.08214285714285702,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,1.0,100,1.0,100,0.0,100,3.02,100,0.02,100,1.0,100,0.0,100,0.7545000000000001,100,0.021739130434782653,100,0.995,100,0.0004878048780487805,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,0.46,100,1.2608695652173914,46,0.022222222222222185,100,0.81,100,0.01,100,0.46,100,0.0175,100,0.20249999999999996,100,0.021739130434782653,100,0.3687984496124031,86,0.018763066202090603,100,0.46,100,0.46,100,0.46,100,0.46,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,0.02,100,2.0,2,0.0,100,0.04,100,0.01,100,0.02,100,0.0,100,0.01,100,0.021739130434782653,100,0.6666666666666666,3,0.00024390243902439024,100,0.02,100,0.03,100,0.03,100,0.03,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,1.0,100,0.95,100,0.04444444444444437,100,3.01,100,0.06,100,1.0,100,0.045,100,0.736,100,0.021739130434782653,100,0.6911666666666666,100,0.036794425087108035,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,0.52,100,1.2884615384615385,52,0.0,100,0.95,100,0.0,100,0.52,100,0.0,100,0.24083333333333332,100,0.021739130434782653,100,1.0,52,0.0,100,0.52,100,0.52,100,0.52,100,0.52,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,4,low_volume,none,100,1.0,100,0.99,100,0.0,100,5.5,100,2.49,100,1.0,100,0.0,100,0.47558333333333347,100,0.0,100,0.5647976190476193,100,0.05928571428571423,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,0.59,100,1.0,59,0.0,100,1.26,100,0.0,100,0.59,100,0.0,100,0.5086580086580086,77,0.23043478260869574,100,1.0,59,0.0,100,0.59,100,0.59,100,0.59,100,0.59,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,0.18,100,0.9444444444444444,18,0.018972820541261627,100,0.27,100,0.0,100,0.19,100,0.01583333333333333,100,0.12719298245614033,76,0.25673913043478275,100,0.21484374999999997,64,0.01734901397367404,100,0.18,100,0.18,100,0.18,100,0.18,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,0.3,100,0.8666666666666667,30,0.03694801554142019,100,0.36,100,0.0,100,0.32,100,0.025,100,0.307909604519774,59,0.32152173913043486,100,0.2214285714285714,84,0.03605988211395578,100,0.3,100,0.3,100,0.3,100,0.3,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,0.08,100,1.0,8,0.0,100,0.08,100,0.0,100,0.08,100,0.0,100,0.06779661016949153,59,0.32152173913043486,100,1.0,8,0.0,100,0.08,100,0.08,100,0.08,100,0.08,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,4,observed,controlled,100,1.0,100,1.49,100,0.0,100,4.23,100,1.73,100,1.0,100,0.0,100,0.44330952380952376,100,0.0,100,0.6300238095238097,100,0.04119047619047615,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,1.0,100,1.13,100,0.0,100,3.64,100,0.0,100,1.0,100,0.0,100,0.45535714285714285,100,0.021739130434782653,100,1.0,100,0.0,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,0.32,100,1.875,32,0.022222222222222185,100,0.49,100,0.0,100,0.34,100,0.01875,100,0.06125,100,0.021739130434782653,100,0.3592342342342343,74,0.015668563300142227,100,0.32,100,0.32,100,0.32,100,0.32,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,1.0,100,1.01,100,0.04444444444444437,100,3.69,100,0.0,100,1.0,100,0.0525,100,0.4616071428571428,100,0.021739130434782653,100,0.7775952380952376,100,0.029174964438122335,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,0.29,100,1.9655172413793103,29,0.0,100,0.45,100,0.0,100,0.29,100,0.0,100,0.05625,100,0.021739130434782653,100,1.0,29,0.0,100,0.29,100,0.29,100,0.29,100,0.29,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,low,8,observed,none,100,0.95,100,4.463157894736842,95,0.0,100,3.72,100,0.53,100,0.95,100,0.0,100,0.3719722222222219,100,0.0,100,0.8778696741854634,95,0.013947368421052632,100,0.95,100,0.95,100,0.95,100,0.95,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,1.0,100,1.0,100,0.0,100,5.71,100,0.0,100,1.0,100,0.0,100,0.7166071428571428,100,0.021739130434782653,100,1.0,100,0.0,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,0.54,100,1.462962962962963,54,0.022222222222222185,100,1.27,100,0.0,100,0.54,100,0.03125,100,0.15875,100,0.021739130434782653,100,0.6107142857142858,70,0.01267425320056898,100,0.54,100,0.54,100,0.54,100,0.54,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,1.0,100,0.94,100,0.04444444444444437,100,5.47,100,0.0,100,1.0,100,0.055,100,0.6866071428571427,100,0.021739130434782653,100,0.8750595238095237,100,0.024537695590327157,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,0.55,100,1.509090909090909,55,0.0,100,1.38,100,0.0,100,0.55,100,0.0,100,0.1725,100,0.021739130434782653,100,1.0,55,0.0,100,0.55,100,0.55,100,0.55,100,0.55,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,8,observed,none,100,1.0,100,1.09,100,0.0,100,10.73,100,3.82,100,1.0,100,0.0,100,0.5913166278166281,100,0.0,100,0.6523333333333334,100,0.10052631578947366,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,1.0,100,1.0,100,0.0,100,6.0,100,0.0,100,1.0,100,0.0,100,0.7542857142857143,100,0.021739130434782653,100,1.0,100,0.0,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,0.78,100,0.9230769230769231,78,0.022222222222222185,100,2.85,100,0.0,100,0.78,100,0.0225,100,0.3576785714285714,100,0.021739130434782653,100,0.8495726495726496,78,0.01402560455192033,100,0.78,100,0.78,100,0.78,100,0.78,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,1.0,100,0.93,100,0.04444444444444437,100,5.8,100,0.0,100,1.0,100,0.0525,100,0.7292857142857142,100,0.021739130434782653,100,0.8744047619047619,100,0.025618776671408258,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,0.77,100,1.0129870129870129,77,0.0,100,2.86,100,0.0,100,0.77,100,0.0,100,0.3589285714285714,100,0.021739130434782653,100,1.0,77,0.0,100,0.77,100,0.77,100,0.77,100,0.77,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,high,8,observed,none,100,1.0,100,0.76,100,0.0,100,11.85,100,4.61,100,1.0,100,0.0,100,0.5811528749028754,100,0.0,100,0.6189254079254081,100,0.12131578947368425,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,1.0,100,1.0,100,0.0,100,5.78,100,0.0,100,1.0,100,0.0,100,0.7239285714285714,100,0.021739130434782653,100,1.0,100,0.0,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,0.55,100,1.5454545454545454,55,0.022222222222222185,100,1.25,100,0.0,100,0.57,100,0.02375,100,0.15678571428571428,100,0.021739130434782653,100,0.6148888888888888,75,0.013769559032716913,100,0.55,100,0.55,100,0.55,100,0.55,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,0.08,100,1.875,8,0.0,100,0.08,100,0.0,100,0.08,100,0.0,100,0.010178571428571427,100,0.021739130434782653,100,1.0,8,0.0,100,0.08,100,0.08,100,0.08,100,0.08,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,1.0,100,0.93,100,0.04444444444444437,100,5.75,100,0.0,100,1.0,100,0.045,100,0.7203571428571428,100,0.021739130434782653,100,0.8664682539682533,100,0.02672830725462303,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,0.64,100,1.78125,64,0.0,100,1.38,100,0.0,100,0.64,100,0.0,100,0.17321428571428574,100,0.021739130434782653,100,1.0,64,0.0,100,0.64,100,0.64,100,0.64,100,0.64,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,8,low_volume,none,100,1.0,100,1.04,100,0.0,100,10.73,100,3.77,100,1.0,100,0.0,100,0.5975508935508939,100,0.0,100,0.6546412198912196,100,0.09921052631578949,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,0.47,100,1.0,47,0.0,100,1.41,100,0.0,100,0.47,100,0.0,100,0.464968487394958,68,0.3432608695652175,100,1.0,47,0.0,100,0.47,100,0.47,100,0.47,100,0.47,100
containerd/containerd,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,0.34,100,0.8823529411764706,34,0.0197745426385187,100,0.53,100,0.0,100,0.35,100,0.013928571428571427,100,0.2070998278829604,83,0.3558695652173914,100,0.37708333333333344,64,0.019314660701777148,100,0.34,100,0.34,100,0.34,100,0.34,100
containerd/containerd,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
containerd/containerd,causal_rolling_mad,union,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,0.29,100,0.6551724137931034,29,0.03375549694429672,100,0.39,100,0.0,100,0.31,100,0.02666666666666667,100,0.36818181818181817,55,0.404782608695652,100,0.25548245614035087,76,0.03304811083471575,100,0.29,100,0.29,100,0.29,100,0.29,100
containerd/containerd,causal_rolling_mad,two_of_three,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,0.15,100,1.1333333333333333,15,0.0,100,0.16,100,0.0,100,0.15,100,0.0,100,0.12727272727272726,55,0.404782608695652,100,1.0,15,0.0,100,0.15,100,0.15,100,0.15,100,0.15,100
containerd/containerd,mewma,mewma,metric_shift,latency_log+failure_rate,2,medium,8,observed,controlled,100,1.0,100,1.77,100,0.0,100,9.67,100,3.44,100,1.0,100,0.0,100,0.5490139860139859,100,0.0,100,0.6505313852813857,100,0.09052631578947365,100,1.0,100,1.0,100,1.0,100,1.0,100
containerd/containerd,causal_rolling_mad,latency_log,metric_shift,latency_log+rerun_rate,2,low,1,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,98,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
