scenario_id,repo_full,scenario_type,affected_metrics,dimensionality,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,repetition,seed,start_index,end_index,injected_weeks,status
B000001708,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,6,3634589320282104697,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000001709,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,7,11807029338932570620,20.0,27.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29""]",evaluable
B000001710,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,8,3840234591524251675,14.0,21.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000001711,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,9,10991026818148744395,28.0,35.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000001712,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,10,18073704581231103783,43.0,50.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08""]",evaluable
B000001713,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,11,7232164188636876343,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000001714,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,12,9964920171290593099,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000001715,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,13,8350913971253896513,29.0,36.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000001716,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,14,5712703279790831616,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001717,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,15,17935234117029390047,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000001718,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,16,8683660579932629661,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001719,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,17,10652953516945289621,45.0,52.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000001720,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,18,411456101552177745,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000001721,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,19,15707735528420287258,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000001722,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,20,9926263413075695046,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001723,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,21,966440402854778441,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000001724,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,22,16984648089863651821,26.0,33.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000001725,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,23,3163984575730637980,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000001726,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,24,2196219180433561075,26.0,33.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000001727,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,25,1858531125298992158,27.0,34.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable
B000001728,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,26,8380463423698143071,21.0,28.0,"[""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000001729,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,27,13734494471450538292,26.0,33.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000001730,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,28,16408035906697501908,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001731,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,29,3301572408243937359,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000001732,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,30,857815761103847590,44.0,51.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000001733,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,31,1825509496375146669,22.0,29.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
B000001734,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,32,1107336603643441233,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001735,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,33,84232539318820929,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001736,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,34,16812579596705444622,31.0,38.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000001737,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,35,11482282853361995969,21.0,28.0,"[""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000001738,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,36,10605788689375540466,39.0,46.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000001739,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,37,4815153862577860293,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000001740,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,38,13608807647923798469,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000001741,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,39,687172377971450945,15.0,22.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000001742,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,40,15021640835189767259,39.0,46.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000001743,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,41,18285570835018809258,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000001744,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,42,8098353864425711325,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001745,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,43,8814553475470799219,33.0,40.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000001746,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,44,1492240653824630947,29.0,36.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000001747,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,45,8345351836707817918,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000001748,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,46,9443730682096917182,15.0,22.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000001749,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,47,16803305096499696414,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000001750,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,48,9161702113326004461,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000001751,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,49,1461277583917479714,22.0,29.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
B000001752,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,50,2563775903445832458,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001753,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,51,12689071952915769331,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000001754,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,52,2593124932712677184,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000001755,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,53,5217520332946811880,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000001756,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,54,18066495125785615377,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000001757,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,55,17124768728456688599,27.0,34.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable
B000001758,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,56,7073723217355387231,41.0,48.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000001759,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,57,11657938336675429590,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000001760,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,58,14309685751746047935,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000001761,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,59,827549385797477074,17.0,24.0,"[""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08""]",evaluable
B000001762,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,60,3985416284811622514,48.0,55.0,"[""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000001763,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,61,1513399256520291978,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001764,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,62,15895087782317519518,41.0,48.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000001765,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,63,13001655466930790047,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000001766,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,64,11980739490493329638,30.0,37.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09""]",evaluable
B000001767,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,65,13134849479814417995,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000001768,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,66,11354886900159398861,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000001769,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,67,123688158749912921,21.0,28.0,"[""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000001770,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,68,12883749384175653613,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000001771,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,69,3577771502852972003,33.0,40.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000001772,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,70,16399914968774456564,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000001773,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,71,10961819522174368698,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001774,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,72,2753650278913384271,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000001775,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,73,12286654088365091162,39.0,46.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000001776,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,74,4854860590862572873,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000001777,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,75,15110511442312298769,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000001778,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,76,17432701977162713560,20.0,27.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29""]",evaluable
B000001779,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,77,3851042192645091233,36.0,43.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000001780,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,78,3667993101804504492,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000001781,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,79,16142534728971605094,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000001782,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,80,15045782376620615154,28.0,35.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000001783,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,81,8217608070568318426,17.0,24.0,"[""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08""]",evaluable
B000001784,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,82,12198144061742174093,51.0,58.0,"[""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27"", ""2026-08-03""]",evaluable
B000001785,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,83,4891807268553347206,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000001786,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,84,10852075358926303630,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000001787,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,85,3821701256759163935,27.0,34.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable
B000001788,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,86,12618376034916625260,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000001789,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,87,8928240838426855149,22.0,29.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
B000001790,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,88,5120122537292882638,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000001791,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,89,4434947595118990249,14.0,21.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000001792,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,90,9706042168427315798,48.0,55.0,"[""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000001793,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,91,11224041855693187723,20.0,27.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29""]",evaluable
B000001794,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,92,17790899003059775013,31.0,38.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000001795,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,93,11647201460757047803,20.0,27.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29""]",evaluable
B000001796,containerd/containerd,metric_shift,latency_log,1,high,"{""latency_log"": 0.5}",8,observed,none,94,17156176177818362553,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
