owner,repo,repo_full,pr_number,created_at,merged_at,closed_at,state,is_draft,additions,deletions,changed_files,commit_count,author,merge_sha,first_review_at,review_count,created_at_dt,merged_at_dt,closed_at_dt,first_review_dt,done_at_dt,is_merged,pr_cycle_hours,review_latency_hours,review_duration_hours,pr_churn
docker,cli,docker/cli,6507,2025-09-26T08:11:46Z,2025-09-26T09:24:32Z,2025-09-26T09:24:32Z,MERGED,False,15,11,3,1,thaJeztah,aaed38f5d55702418afc63c72acb4b4b5060569c,2025-09-26T09:21:57Z,1,2025-09-26 08:11:46+00:00,2025-09-26 09:24:32+00:00,2025-09-26 09:24:32+00:00,2025-09-26 09:21:57+00:00,2025-09-26 09:24:32+00:00,True,1.2127777777777777,1.1697222222222223,0.043055555555555555,26
docker,cli,docker/cli,6506,2025-09-25T17:47:44Z,2025-09-26T09:22:38Z,2025-09-26T09:22:38Z,MERGED,False,783,508,10,1,thaJeztah,fdf9b43ca8ff121406e036f8074c6443c79ee497,2025-09-26T09:22:21Z,1,2025-09-25 17:47:44+00:00,2025-09-26 09:22:38+00:00,2025-09-26 09:22:38+00:00,2025-09-26 09:22:21+00:00,2025-09-26 09:22:38+00:00,True,15.581666666666667,15.576944444444445,0.004722222222222222,1291
docker,cli,docker/cli,6505,2025-09-25T17:45:17Z,2025-09-26T09:31:18Z,2025-09-26T09:31:18Z,MERGED,False,10,4,4,1,thaJeztah,75f3c08257ea0f04ddb57ec09afb7af182c36134,2025-09-26T09:22:24Z,1,2025-09-25 17:45:17+00:00,2025-09-26 09:31:18+00:00,2025-09-26 09:31:18+00:00,2025-09-26 09:22:24+00:00,2025-09-26 09:31:18+00:00,True,15.766944444444444,15.618611111111111,0.14833333333333334,14
docker,cli,docker/cli,6504,2025-09-25T17:42:27Z,2025-09-26T09:22:29Z,2025-09-26T09:22:29Z,MERGED,False,608,278,16,1,thaJeztah,95735d1631ab21a542f196002c42fc8b4372630f,2025-09-26T09:22:10Z,1,2025-09-25 17:42:27+00:00,2025-09-26 09:22:29+00:00,2025-09-26 09:22:29+00:00,2025-09-26 09:22:10+00:00,2025-09-26 09:22:29+00:00,True,15.667222222222222,15.661944444444444,0.005277777777777778,886
docker,cli,docker/cli,6503,2025-09-25T16:04:48Z,2025-09-25T16:43:28Z,2025-09-25T16:43:28Z,MERGED,False,8,28,2,2,thaJeztah,6855d70c52fc2ca5d3c5370f596e0ee9f6d0c3bc,2025-09-25T16:42:22Z,1,2025-09-25 16:04:48+00:00,2025-09-25 16:43:28+00:00,2025-09-25 16:43:28+00:00,2025-09-25 16:42:22+00:00,2025-09-25 16:43:28+00:00,True,0.6444444444444445,0.6261111111111111,0.018333333333333333,36
docker,cli,docker/cli,6502,2025-09-25T15:52:58Z,2025-09-25T16:42:48Z,2025-09-25T16:42:48Z,MERGED,False,0,77,3,3,thaJeztah,1a80524834c8eb0aefaf637c35ab61e8ba4ed9fb,2025-09-25T16:39:58Z,1,2025-09-25 15:52:58+00:00,2025-09-25 16:42:48+00:00,2025-09-25 16:42:48+00:00,2025-09-25 16:39:58+00:00,2025-09-25 16:42:48+00:00,True,0.8305555555555556,0.7833333333333333,0.04722222222222222,77
docker,cli,docker/cli,6501,2025-09-25T13:51:23Z,2025-09-25T15:33:09Z,2025-09-25T15:33:09Z,MERGED,False,4,27,4,1,thaJeztah,a69c591c5aef11cb8ad2f38437292f20ef11956d,2025-09-25T13:53:59Z,1,2025-09-25 13:51:23+00:00,2025-09-25 15:33:09+00:00,2025-09-25 15:33:09+00:00,2025-09-25 13:53:59+00:00,2025-09-25 15:33:09+00:00,True,1.6961111111111111,0.043333333333333335,1.6527777777777777,31
docker,cli,docker/cli,6500,2025-09-25T13:14:24Z,2025-09-25T16:42:17Z,2025-09-25T16:42:17Z,MERGED,False,7,5,5,1,thaJeztah,d719b416aba0703864bfb93c63a9f541b98271f3,2025-09-25T16:38:13Z,1,2025-09-25 13:14:24+00:00,2025-09-25 16:42:17+00:00,2025-09-25 16:42:17+00:00,2025-09-25 16:38:13+00:00,2025-09-25 16:42:17+00:00,True,3.464722222222222,3.3969444444444443,0.06777777777777778,12
docker,cli,docker/cli,6499,2025-09-25T13:08:12Z,2025-09-25T16:41:51Z,2025-09-25T16:41:51Z,MERGED,False,521,306,8,1,thaJeztah,008b2df526b64e76039f90aca95409c77bea34a8,2025-09-25T16:37:31Z,1,2025-09-25 13:08:12+00:00,2025-09-25 16:41:51+00:00,2025-09-25 16:41:51+00:00,2025-09-25 16:37:31+00:00,2025-09-25 16:41:51+00:00,True,3.5608333333333335,3.488611111111111,0.07222222222222222,827
docker,cli,docker/cli,6498,2025-09-25T12:58:44Z,2025-09-25T16:41:17Z,2025-09-25T16:41:17Z,MERGED,False,300,200,14,4,thaJeztah,96732f858ad5b167b46e197fdbc2e277d5a365d6,2025-09-25T16:37:02Z,1,2025-09-25 12:58:44+00:00,2025-09-25 16:41:17+00:00,2025-09-25 16:41:17+00:00,2025-09-25 16:37:02+00:00,2025-09-25 16:41:17+00:00,True,3.7091666666666665,3.638333333333333,0.07083333333333333,500
docker,cli,docker/cli,6497,2025-09-25T11:31:32Z,2025-09-25T12:29:31Z,2025-09-25T12:29:31Z,MERGED,False,2,0,1,1,thaJeztah,c28ec0e4cef5edceaec2b5572636bb1ec2f7984b,2025-09-25T12:29:23Z,1,2025-09-25 11:31:32+00:00,2025-09-25 12:29:31+00:00,2025-09-25 12:29:31+00:00,2025-09-25 12:29:23+00:00,2025-09-25 12:29:31+00:00,True,0.9663888888888889,0.9641666666666666,0.0022222222222222222,2
docker,cli,docker/cli,6496,2025-09-25T11:29:44Z,2025-09-25T12:29:19Z,2025-09-25T12:29:19Z,MERGED,False,2,0,1,1,thaJeztah,f369c5bcf284f2d314cd2fcdd477bfec45a75e3f,2025-09-25T12:29:13Z,1,2025-09-25 11:29:44+00:00,2025-09-25 12:29:19+00:00,2025-09-25 12:29:19+00:00,2025-09-25 12:29:13+00:00,2025-09-25 12:29:19+00:00,True,0.9930555555555556,0.9913888888888889,0.0016666666666666668,2
docker,cli,docker/cli,6495,2025-09-25T08:47:30Z,2025-09-25T11:24:29Z,2025-09-25T11:24:29Z,MERGED,False,39,27,16,3,thaJeztah,2ef1b4eabe1a8d843beb5a64dfa5195d8c0c05d2,2025-09-25T11:24:18Z,1,2025-09-25 08:47:30+00:00,2025-09-25 11:24:29+00:00,2025-09-25 11:24:29+00:00,2025-09-25 11:24:18+00:00,2025-09-25 11:24:29+00:00,True,2.616388888888889,2.6133333333333333,0.0030555555555555557,66
docker,cli,docker/cli,6494,2025-09-25T08:33:01Z,2025-09-25T11:24:06Z,2025-09-25T11:24:06Z,MERGED,False,34,24,15,3,thaJeztah,ef3c19a80beb1dcec53aea6a67ae73b2c82d5bac,2025-09-25T11:23:58Z,1,2025-09-25 08:33:01+00:00,2025-09-25 11:24:06+00:00,2025-09-25 11:24:06+00:00,2025-09-25 11:23:58+00:00,2025-09-25 11:24:06+00:00,True,2.8513888888888888,2.8491666666666666,0.0022222222222222222,58
docker,cli,docker/cli,6493,2025-09-25T07:48:34Z,2025-09-25T09:41:45Z,2025-09-25T09:41:46Z,MERGED,False,2,2,1,1,thaJeztah,3755161455d6726fa28c94e9bf4c8cf0a4694f65,2025-09-25T09:40:18Z,1,2025-09-25 07:48:34+00:00,2025-09-25 09:41:45+00:00,2025-09-25 09:41:46+00:00,2025-09-25 09:40:18+00:00,2025-09-25 09:41:45+00:00,True,1.886388888888889,1.8622222222222222,0.024166666666666666,4
docker,cli,docker/cli,6492,2025-09-25T07:45:54Z,2025-09-25T09:39:53Z,2025-09-25T09:39:53Z,MERGED,False,2,2,1,1,thaJeztah,734328eef926269d581dfca372d0b14a8833b491,2025-09-25T09:29:48Z,1,2025-09-25 07:45:54+00:00,2025-09-25 09:39:53+00:00,2025-09-25 09:39:53+00:00,2025-09-25 09:29:48+00:00,2025-09-25 09:39:53+00:00,True,1.8997222222222223,1.7316666666666667,0.16805555555555557,4
docker,cli,docker/cli,6491,2025-09-25T07:36:58Z,2025-09-25T11:25:04Z,2025-09-25T11:25:04Z,MERGED,False,2,1,1,1,thaJeztah,61b9fd4068ccc167d844abaa0535c97e51b70221,2025-09-25T11:23:49Z,2,2025-09-25 07:36:58+00:00,2025-09-25 11:25:04+00:00,2025-09-25 11:25:04+00:00,2025-09-25 11:23:49+00:00,2025-09-25 11:25:04+00:00,True,3.8016666666666667,3.7808333333333333,0.020833333333333332,3
docker,cli,docker/cli,6490,2025-09-25T07:33:43Z,2025-09-25T09:31:28Z,2025-09-25T09:31:28Z,MERGED,False,2,1,1,1,thaJeztah,04bfe7dc7843841efb253786749b6eef3b1e0d84,2025-09-25T09:31:21Z,1,2025-09-25 07:33:43+00:00,2025-09-25 09:31:28+00:00,2025-09-25 09:31:28+00:00,2025-09-25 09:31:21+00:00,2025-09-25 09:31:28+00:00,True,1.9625,1.9605555555555556,0.0019444444444444444,3
docker,cli,docker/cli,6489,2025-09-25T07:23:54Z,2025-09-25T11:23:41Z,2025-09-25T11:23:41Z,MERGED,False,13,4,3,1,thaJeztah,bea31fccbb4d55c61dfe5600a5a73223d5af7f09,2025-09-25T11:23:36Z,1,2025-09-25 07:23:54+00:00,2025-09-25 11:23:41+00:00,2025-09-25 11:23:41+00:00,2025-09-25 11:23:36+00:00,2025-09-25 11:23:41+00:00,True,3.9963888888888888,3.995,0.001388888888888889,17
docker,cli,docker/cli,6488,2025-09-25T07:21:26Z,2025-09-25T09:31:56Z,2025-09-25T09:31:56Z,MERGED,False,13,4,3,1,thaJeztah,9c88b315ef24caef72ff6728f72b8f5ce3b10028,2025-09-25T09:29:27Z,1,2025-09-25 07:21:26+00:00,2025-09-25 09:31:56+00:00,2025-09-25 09:31:56+00:00,2025-09-25 09:29:27+00:00,2025-09-25 09:31:56+00:00,True,2.175,2.133611111111111,0.04138888888888889,17
docker,cli,docker/cli,6487,2025-09-25T06:52:46Z,,,OPEN,False,34,2,2,1,Paulchen5,,2025-09-26T09:20:45Z,1,2025-09-25 06:52:46+00:00,,,2025-09-26 09:20:45+00:00,,False,,26.46638888888889,,36
docker,cli,docker/cli,6485,2025-09-25T06:38:14Z,,,OPEN,False,3,3,1,1,Paulchen5,,,0,2025-09-25 06:38:14+00:00,,,,,False,,,,6
docker,cli,docker/cli,6483,2025-09-24T16:40:48Z,2025-09-24T17:19:30Z,2025-09-24T17:19:31Z,MERGED,False,4,35,4,1,austinvazquez,a2d7989230d6ba65882758b8ddf84285c596de3f,2025-09-24T17:08:45Z,1,2025-09-24 16:40:48+00:00,2025-09-24 17:19:30+00:00,2025-09-24 17:19:31+00:00,2025-09-24 17:08:45+00:00,2025-09-24 17:19:30+00:00,True,0.645,0.4658333333333333,0.17916666666666667,39
docker,cli,docker/cli,6482,2025-09-24T15:52:25Z,2025-09-24T17:09:27Z,2025-09-24T17:09:27Z,MERGED,False,51,5,2,1,thaJeztah,82ff4b5634deca56933523592b437958998a97cb,2025-09-24T17:09:15Z,1,2025-09-24 15:52:25+00:00,2025-09-24 17:09:27+00:00,2025-09-24 17:09:27+00:00,2025-09-24 17:09:15+00:00,2025-09-24 17:09:27+00:00,True,1.2838888888888889,1.2805555555555554,0.0033333333333333335,56
docker,cli,docker/cli,6481,2025-09-24T14:26:03Z,2025-09-24T17:10:18Z,2025-09-24T17:10:18Z,MERGED,False,5,4,1,1,thaJeztah,e1dd0e1501e6d4689d8fee0909a805c19b47d1fe,2025-09-24T17:09:46Z,1,2025-09-24 14:26:03+00:00,2025-09-24 17:10:18+00:00,2025-09-24 17:10:18+00:00,2025-09-24 17:09:46+00:00,2025-09-24 17:10:18+00:00,True,2.7375,2.7286111111111113,0.008888888888888889,9
docker,cli,docker/cli,6480,2025-09-24T14:22:11Z,2025-09-24T16:06:20Z,2025-09-24T16:06:20Z,MERGED,False,76,27,2,2,thaJeztah,cbeddb13902756b5f7f460c0e9e97246684c2509,2025-09-24T15:56:47Z,1,2025-09-24 14:22:11+00:00,2025-09-24 16:06:20+00:00,2025-09-24 16:06:20+00:00,2025-09-24 15:56:47+00:00,2025-09-24 16:06:20+00:00,True,1.7358333333333333,1.5766666666666667,0.15916666666666668,103
docker,cli,docker/cli,6479,2025-09-24T14:17:53Z,2025-09-24T17:25:44Z,2025-09-24T17:25:44Z,MERGED,False,51,5,2,1,thaJeztah,a44144e1db9188bda1a61d8064e657a7dbb5d5bc,2025-09-24T17:25:18Z,1,2025-09-24 14:17:53+00:00,2025-09-24 17:25:44+00:00,2025-09-24 17:25:44+00:00,2025-09-24 17:25:18+00:00,2025-09-24 17:25:44+00:00,True,3.1308333333333334,3.123611111111111,0.007222222222222222,56
docker,cli,docker/cli,6478,2025-09-24T13:18:45Z,2025-09-24T14:13:18Z,2025-09-24T14:13:18Z,MERGED,False,10,7,1,1,thaJeztah,a2e17eb9d5a5ace796954e192ad7b12ba1e0901d,2025-09-24T14:01:12Z,2,2025-09-24 13:18:45+00:00,2025-09-24 14:13:18+00:00,2025-09-24 14:13:18+00:00,2025-09-24 14:01:12+00:00,2025-09-24 14:13:18+00:00,True,0.9091666666666667,0.7075,0.20166666666666666,17
docker,cli,docker/cli,6477,2025-09-24T13:07:36Z,2025-09-24T17:36:10Z,2025-09-24T17:36:11Z,MERGED,False,43,5,4,1,thaJeztah,843153da37684907aa505b36e0736744c1230808,2025-09-24T17:16:57Z,2,2025-09-24 13:07:36+00:00,2025-09-24 17:36:10+00:00,2025-09-24 17:36:11+00:00,2025-09-24 17:16:57+00:00,2025-09-24 17:36:10+00:00,True,4.476111111111111,4.155833333333334,0.3202777777777778,48
docker,cli,docker/cli,6476,2025-09-24T12:37:08Z,2025-09-24T14:18:05Z,2025-09-24T14:18:06Z,MERGED,False,14,7,2,1,thaJeztah,9d9f632527a2c0ef9b415a5e85fd31dec1732e78,2025-09-24T14:00:22Z,2,2025-09-24 12:37:08+00:00,2025-09-24 14:18:05+00:00,2025-09-24 14:18:06+00:00,2025-09-24 14:00:22+00:00,2025-09-24 14:18:05+00:00,True,1.6825,1.3872222222222221,0.29527777777777775,21
docker,cli,docker/cli,6475,2025-09-24T12:19:05Z,2025-09-24T14:15:25Z,2025-09-24T14:15:25Z,MERGED,False,5,4,1,1,thaJeztah,8fbb70ae5684dcf2e430a14693d4131df505f06e,2025-09-24T14:03:03Z,2,2025-09-24 12:19:05+00:00,2025-09-24 14:15:25+00:00,2025-09-24 14:15:25+00:00,2025-09-24 14:03:03+00:00,2025-09-24 14:15:25+00:00,True,1.9388888888888889,1.7327777777777778,0.2061111111111111,9
docker,cli,docker/cli,6474,2025-09-24T12:02:37Z,2025-09-24T14:20:43Z,2025-09-24T14:20:43Z,MERGED,False,224,231,16,1,thaJeztah,67885d0dcca22d092610a59b4a4766b0c3611e83,2025-09-24T14:20:37Z,1,2025-09-24 12:02:37+00:00,2025-09-24 14:20:43+00:00,2025-09-24 14:20:43+00:00,2025-09-24 14:20:37+00:00,2025-09-24 14:20:43+00:00,True,2.3016666666666667,2.3,0.0016666666666666668,455
docker,cli,docker/cli,6473,2025-09-24T11:39:52Z,2025-09-24T11:54:43Z,2025-09-24T11:54:43Z,MERGED,False,10,5,2,2,thaJeztah,b9e3346b1e61045257b4c0560c28451e90ff4389,2025-09-24T11:54:30Z,1,2025-09-24 11:39:52+00:00,2025-09-24 11:54:43+00:00,2025-09-24 11:54:43+00:00,2025-09-24 11:54:30+00:00,2025-09-24 11:54:43+00:00,True,0.2475,0.24388888888888888,0.003611111111111111,15
docker,cli,docker/cli,6472,2025-09-24T11:36:16Z,2025-09-24T11:56:46Z,2025-09-24T11:56:46Z,MERGED,False,6,36,5,3,thaJeztah,01f894948451ecfb295e9604a0e003e158642eba,2025-09-24T11:55:13Z,1,2025-09-24 11:36:16+00:00,2025-09-24 11:56:46+00:00,2025-09-24 11:56:46+00:00,2025-09-24 11:55:13+00:00,2025-09-24 11:56:46+00:00,True,0.3416666666666667,0.31583333333333335,0.025833333333333333,42
docker,cli,docker/cli,6471,2025-09-24T11:31:54Z,2025-09-24T11:50:26Z,2025-09-24T11:50:26Z,MERGED,False,171,29,3,3,thaJeztah,25421ace0b9e1a38d249203420c5bea3ce95edad,2025-09-24T11:34:09Z,1,2025-09-24 11:31:54+00:00,2025-09-24 11:50:26+00:00,2025-09-24 11:50:26+00:00,2025-09-24 11:34:09+00:00,2025-09-24 11:50:26+00:00,True,0.3088888888888889,0.0375,0.2713888888888889,200
docker,cli,docker/cli,6470,2025-09-24T11:27:53Z,2025-09-24T11:50:10Z,2025-09-24T11:50:10Z,MERGED,False,3,4,3,2,thaJeztah,ede7019b1412378e8a30b2339eea42bbcfc85193,2025-09-24T11:33:47Z,1,2025-09-24 11:27:53+00:00,2025-09-24 11:50:10+00:00,2025-09-24 11:50:10+00:00,2025-09-24 11:33:47+00:00,2025-09-24 11:50:10+00:00,True,0.3713888888888889,0.09833333333333333,0.27305555555555555,7
docker,cli,docker/cli,6469,2025-09-24T11:15:56Z,2025-09-24T11:44:06Z,2025-09-24T11:44:07Z,MERGED,False,8,7,5,1,thaJeztah,d48256b26dc4e9940dff7c394142b9ff5238b594,2025-09-24T11:18:52Z,1,2025-09-24 11:15:56+00:00,2025-09-24 11:44:06+00:00,2025-09-24 11:44:07+00:00,2025-09-24 11:18:52+00:00,2025-09-24 11:44:06+00:00,True,0.46944444444444444,0.04888888888888889,0.42055555555555557,15
docker,cli,docker/cli,6468,2025-09-24T11:00:08Z,2025-09-24T11:17:39Z,2025-09-24T11:17:39Z,MERGED,False,10,7,1,1,thaJeztah,7afda4c6c5906d8d6a75cf324690884e6ff72f1e,2025-09-24T11:14:43Z,1,2025-09-24 11:00:08+00:00,2025-09-24 11:17:39+00:00,2025-09-24 11:17:39+00:00,2025-09-24 11:14:43+00:00,2025-09-24 11:17:39+00:00,True,0.29194444444444445,0.24305555555555555,0.04888888888888889,17
docker,cli,docker/cli,6467,2025-09-24T10:12:33Z,2025-09-24T11:17:52Z,2025-09-24T11:17:52Z,MERGED,False,4,2,1,1,thaJeztah,7cc801d93d7dcac30eb16bdd0a0aff51dd034073,2025-09-24T11:14:01Z,1,2025-09-24 10:12:33+00:00,2025-09-24 11:17:52+00:00,2025-09-24 11:17:52+00:00,2025-09-24 11:14:01+00:00,2025-09-24 11:17:52+00:00,True,1.0886111111111112,1.0244444444444445,0.06416666666666666,6
docker,cli,docker/cli,6466,2025-09-24T08:30:05Z,2025-09-24T11:17:24Z,2025-09-24T11:17:24Z,MERGED,False,1,1,1,1,thaJeztah,550d40f7bc505e1cf6d69c0f33717449682f40de,2025-09-24T11:13:47Z,1,2025-09-24 08:30:05+00:00,2025-09-24 11:17:24+00:00,2025-09-24 11:17:24+00:00,2025-09-24 11:13:47+00:00,2025-09-24 11:17:24+00:00,True,2.788611111111111,2.7283333333333335,0.06027777777777778,2
docker,cli,docker/cli,6465,2025-09-24T08:13:23Z,2025-09-24T11:15:27Z,2025-09-24T11:15:27Z,MERGED,False,1,2,1,1,thaJeztah,4c802a1548babf7c52cddadb199e1c2ed532bf26,2025-09-24T11:15:22Z,1,2025-09-24 08:13:23+00:00,2025-09-24 11:15:27+00:00,2025-09-24 11:15:27+00:00,2025-09-24 11:15:22+00:00,2025-09-24 11:15:27+00:00,True,3.0344444444444445,3.0330555555555554,0.001388888888888889,3
docker,cli,docker/cli,6464,2025-09-23T19:45:25Z,2025-09-24T11:15:54Z,2025-09-24T11:15:54Z,MERGED,False,0,3,1,1,thaJeztah,b1d45285bae948358ae9b1f5424db3e284f81ccf,2025-09-24T11:15:44Z,1,2025-09-23 19:45:25+00:00,2025-09-24 11:15:54+00:00,2025-09-24 11:15:54+00:00,2025-09-24 11:15:44+00:00,2025-09-24 11:15:54+00:00,True,15.508055555555556,15.505277777777778,0.002777777777777778,3
docker,cli,docker/cli,6463,2025-09-23T19:38:27Z,2025-09-24T11:43:42Z,2025-09-24T11:43:43Z,MERGED,False,1,87,3,2,thaJeztah,c8600e1cead0c70cb435586f7b272d87dce286d4,2025-09-24T11:16:20Z,1,2025-09-23 19:38:27+00:00,2025-09-24 11:43:42+00:00,2025-09-24 11:43:43+00:00,2025-09-24 11:16:20+00:00,2025-09-24 11:43:42+00:00,True,16.0875,15.631388888888889,0.45611111111111113,88
docker,cli,docker/cli,6462,2025-09-23T19:23:22Z,2025-09-24T11:18:59Z,2025-09-24T11:18:59Z,MERGED,False,0,21,1,1,thaJeztah,4a4043cdb6782016db539b1f3d7d2e63faaacf3b,2025-09-24T11:15:03Z,1,2025-09-23 19:23:22+00:00,2025-09-24 11:18:59+00:00,2025-09-24 11:18:59+00:00,2025-09-24 11:15:03+00:00,2025-09-24 11:18:59+00:00,True,15.926944444444445,15.86138888888889,0.06555555555555556,21
docker,cli,docker/cli,6461,2025-09-23T08:44:08Z,2025-09-24T11:17:14Z,2025-09-24T11:17:14Z,MERGED,False,4,1,1,1,thaJeztah,5710de6d9a43d5c5e354b98b15b0ca9d54cfbe1f,2025-09-24T11:13:43Z,1,2025-09-23 08:44:08+00:00,2025-09-24 11:17:14+00:00,2025-09-24 11:17:14+00:00,2025-09-24 11:13:43+00:00,2025-09-24 11:17:14+00:00,True,26.551666666666666,26.493055555555557,0.058611111111111114,5
docker,cli,docker/cli,6460,2025-09-22T13:33:05Z,2025-09-23T10:54:15Z,2025-09-23T10:54:15Z,MERGED,False,32,6,5,1,thaJeztah,e241f53ebca09573009cfba48e60ddf50286b54a,2025-09-22T13:39:51Z,1,2025-09-22 13:33:05+00:00,2025-09-23 10:54:15+00:00,2025-09-23 10:54:15+00:00,2025-09-22 13:39:51+00:00,2025-09-23 10:54:15+00:00,True,21.352777777777778,0.11277777777777778,21.24,38
docker,cli,docker/cli,6459,2025-09-22T00:55:53Z,,,OPEN,False,59,27,3,4,Abubacarr075,,,0,2025-09-22 00:55:53+00:00,,,,,False,,,,86
docker,cli,docker/cli,6458,2025-09-19T14:33:20Z,2025-09-24T11:16:40Z,2025-09-24T11:16:40Z,MERGED,False,292,464,59,1,thaJeztah,93bb8a7a0a5a1f0135a9ff344612ef85ad17fdac,2025-09-24T11:16:34Z,1,2025-09-19 14:33:20+00:00,2025-09-24 11:16:40+00:00,2025-09-24 11:16:40+00:00,2025-09-24 11:16:34+00:00,2025-09-24 11:16:40+00:00,True,116.72222222222223,116.72055555555555,0.0016666666666666668,756
docker,cli,docker/cli,6455,2025-09-16T12:21:02Z,2025-09-16T17:40:56Z,2025-09-16T17:40:56Z,MERGED,False,19,40,14,2,thaJeztah,5d8fb335d4e0db3a7250892de0e07b1fa7d3a730,2025-09-16T15:42:52Z,1,2025-09-16 12:21:02+00:00,2025-09-16 17:40:56+00:00,2025-09-16 17:40:56+00:00,2025-09-16 15:42:52+00:00,2025-09-16 17:40:56+00:00,True,5.331666666666667,3.363888888888889,1.9677777777777778,59
docker,cli,docker/cli,6453,2025-09-11T18:01:57Z,2025-09-24T17:40:45Z,2025-09-24T17:40:45Z,MERGED,False,0,8,1,1,thaJeztah,903e9b342650ec6f5bc66681cb901361754fc67a,2025-09-24T17:40:39Z,1,2025-09-11 18:01:57+00:00,2025-09-24 17:40:45+00:00,2025-09-24 17:40:45+00:00,2025-09-24 17:40:39+00:00,2025-09-24 17:40:45+00:00,True,311.64666666666665,311.645,0.0016666666666666668,8
docker,cli,docker/cli,6452,2025-09-11T14:33:52Z,2025-09-19T08:57:16Z,2025-09-19T08:57:16Z,MERGED,False,36,0,2,1,doringeman,233322637ab6f600f76e276a597258950450b79a,2025-09-12T12:23:35Z,7,2025-09-11 14:33:52+00:00,2025-09-19 08:57:16+00:00,2025-09-19 08:57:16+00:00,2025-09-12 12:23:35+00:00,2025-09-19 08:57:16+00:00,True,186.39,21.828611111111112,164.5613888888889,36
docker,cli,docker/cli,6451,2025-09-11T11:03:25Z,2025-09-11T15:27:50Z,2025-09-11T15:27:50Z,MERGED,False,171,29,3,3,thaJeztah,4373ce5f8b8d10b50c2b61bc60665c85e3256d5f,2025-09-11T11:40:49Z,4,2025-09-11 11:03:25+00:00,2025-09-11 15:27:50+00:00,2025-09-11 15:27:50+00:00,2025-09-11 11:40:49+00:00,2025-09-11 15:27:50+00:00,True,4.406944444444444,0.6233333333333333,3.783611111111111,200
docker,cli,docker/cli,6450,2025-09-10T10:21:39Z,,,OPEN,True,26,0,1,2,thaJeztah,,2025-09-10T10:23:49Z,2,2025-09-10 10:21:39+00:00,,,2025-09-10 10:23:49+00:00,,False,,0.03611111111111111,,26
docker,cli,docker/cli,6449,2025-09-10T10:17:04Z,2025-09-10T13:05:44Z,2025-09-10T13:05:44Z,MERGED,False,53,77,6,1,thaJeztah,e78f16961d3dfbebd35f8eefaa5f0b59e7876dbf,2025-09-10T13:02:50Z,1,2025-09-10 10:17:04+00:00,2025-09-10 13:05:44+00:00,2025-09-10 13:05:44+00:00,2025-09-10 13:02:50+00:00,2025-09-10 13:05:44+00:00,True,2.811111111111111,2.762777777777778,0.04833333333333333,130
docker,cli,docker/cli,6448,2025-09-10T10:14:05Z,2025-09-10T13:08:19Z,2025-09-10T13:08:19Z,MERGED,False,39,33,17,4,thaJeztah,82281087e3e186c5a2eafa0d973e849ff84c357d,2025-09-10T13:01:33Z,1,2025-09-10 10:14:05+00:00,2025-09-10 13:08:19+00:00,2025-09-10 13:08:19+00:00,2025-09-10 13:01:33+00:00,2025-09-10 13:08:19+00:00,True,2.903888888888889,2.7911111111111113,0.11277777777777778,72
docker,cli,docker/cli,6447,2025-09-10T09:58:55Z,2025-09-10T13:07:03Z,2025-09-10T13:07:03Z,MERGED,False,12,88,15,2,thaJeztah,c3ceba25483b50d6af9770131f2cb24da0816a8f,2025-09-10T13:00:08Z,1,2025-09-10 09:58:55+00:00,2025-09-10 13:07:03+00:00,2025-09-10 13:07:03+00:00,2025-09-10 13:00:08+00:00,2025-09-10 13:07:03+00:00,True,3.1355555555555554,3.020277777777778,0.11527777777777778,100
docker,cli,docker/cli,6446,2025-09-10T09:48:04Z,2025-09-10T12:30:06Z,2025-09-10T12:30:06Z,MERGED,False,44,29,12,4,thaJeztah,2f6abcf3c2bf4a72e8a348d2ca30e77aaf42a7ed,2025-09-10T12:01:38Z,1,2025-09-10 09:48:04+00:00,2025-09-10 12:30:06+00:00,2025-09-10 12:30:06+00:00,2025-09-10 12:01:38+00:00,2025-09-10 12:30:06+00:00,True,2.7005555555555554,2.226111111111111,0.47444444444444445,73
docker,cli,docker/cli,6445,2025-09-10T09:43:29Z,2025-09-10T13:04:44Z,2025-09-10T13:04:44Z,MERGED,False,54,1,10,1,thaJeztah,d391d0fa4a63b44b607f5f0c390308ca2efe7cf7,2025-09-10T12:56:10Z,1,2025-09-10 09:43:29+00:00,2025-09-10 13:04:44+00:00,2025-09-10 13:04:44+00:00,2025-09-10 12:56:10+00:00,2025-09-10 13:04:44+00:00,True,3.3541666666666665,3.211388888888889,0.14277777777777778,55
docker,cli,docker/cli,6444,2025-09-09T22:30:08Z,2025-09-10T09:36:23Z,2025-09-10T09:36:23Z,MERGED,False,121,1,2,1,thaJeztah,8b23c2bcb5cf6e33697c86a7ffccac45b28daa00,2025-09-09T22:31:30Z,2,2025-09-09 22:30:08+00:00,2025-09-10 09:36:23+00:00,2025-09-10 09:36:23+00:00,2025-09-09 22:31:30+00:00,2025-09-10 09:36:23+00:00,True,11.104166666666666,0.02277777777777778,11.081388888888888,122
