scenario_id,repo_full,scenario_type,affected_metrics,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,repetition,seed,start_index,end_index,injected_weeks,status,unsupported_reason
S000009381,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,80,13338071787115469596,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009382,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,81,1943137315786456079,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009383,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,82,12968880231455008903,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009384,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,83,16503811971005642741,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009385,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,84,924125183607180810,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009386,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,85,2023414919327828830,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009387,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,86,15819198096275030381,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009388,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,87,261346741380061438,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009389,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,88,14956216280209325679,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009390,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,89,6047563803045058200,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009391,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,90,5307141784776245071,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009392,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,91,1383268969399739867,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009393,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,92,17546568853488509862,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009394,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,93,4529555109528516761,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009395,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,94,15821795150189921465,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009396,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,95,2585037657554495149,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009397,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,96,11869136995013815574,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009398,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,97,2086725015296334411,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009399,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,98,18127853542094852992,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009400,docker/cli,metric_shift,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,99,13131318147294903851,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009401,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,0,13310763009170223074,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009402,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,1,15690102605207447436,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009403,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,2,687854295964710150,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009404,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,3,9152827724340958229,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009405,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,4,16960884856686613514,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009406,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,5,633790983206164167,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009407,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,6,62390437924704558,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009408,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,7,9373771450783950197,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009409,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,8,13772145471943367333,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009410,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,9,7374046250436884381,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009411,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,10,3839931306497951948,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009412,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,11,9664936886078338238,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009413,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,12,10939618942986568289,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009414,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,13,3118936316398547328,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009415,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,14,15985629863425180890,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009416,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,15,4822309986211654682,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009417,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,16,6658428099496153305,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009418,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,17,17886589788279521528,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009419,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,18,5696363110476392561,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009420,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,19,12623624988939963412,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009421,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,20,6863437675098603302,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009422,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,21,11300261707217274165,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009423,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,22,2670543038395378956,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009424,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,23,2876955142187680862,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009425,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,24,5075463057060141625,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009426,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,25,11354452864676630459,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009427,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,26,17251498868823601365,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009428,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,27,4099191876092972454,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009429,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,28,2939172633274225852,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009430,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,29,16896873483302917165,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009431,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,30,7326482600210153190,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009432,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,31,4613622412060655798,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009433,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,32,1594667771008810759,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009434,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,33,5367880874290251739,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009435,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,34,10664911533847917828,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009436,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,35,7570801114430240902,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009437,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,36,7034270476212325320,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009438,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,37,5866392000308579252,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009439,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,38,10669438896695270619,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009440,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,39,3382983282733121729,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009441,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,40,13171915627807799570,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009442,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,41,15589795123015988740,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009443,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,42,3982537409396368144,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009444,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,43,14640463419736345039,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009445,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,44,16177231209574314824,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009446,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,45,16808671663539684473,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009447,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,46,5983005249414613787,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009448,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,47,8120489043821133519,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009449,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,48,1773562395271426639,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009450,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,49,5123782317726643499,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009451,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,50,10651447925662525209,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009452,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,51,3388924728455794877,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009453,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,52,15383587008301569866,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009454,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,53,2170611221441961116,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009455,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,54,5310536660453149161,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009456,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,55,12021398750728532779,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009457,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,56,4483046920771942186,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009458,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,57,2623282429108671749,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009459,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,58,16589865531457300741,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009460,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,59,14764568166889852941,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009461,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,60,3867834804147074037,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009462,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,61,16690452863265000790,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009463,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,62,14814450043232461244,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
S000009464,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,63,5585441096726803225,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009465,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,64,544379418332009760,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009466,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,65,6179789439692099502,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009467,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,66,11986785272216409462,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009468,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,67,7751816583548053416,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009469,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,68,15881422394419271577,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009470,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,69,14554486702100755715,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009471,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,70,2311824921700300512,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009472,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,71,17223366797806740394,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009473,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,72,5623105662202481697,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable,
S000009474,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,73,7452964256891873480,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009475,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,74,16163704116242226857,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009476,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,75,4304745772410090368,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable,
S000009477,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,76,16840660965571347763,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable,
S000009478,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,77,1317111325101145149,28.0,31.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable,
S000009479,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,78,11636061405711505311,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009480,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,79,13177610550544524059,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable,
S000009481,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,80,3758198629916465134,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable,
S000009482,docker/cli,metric_shift,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,81,7435525014178845612,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable,
