repo_full,split,detector_family,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,total_weeks,evaluable_weeks,excluded_weeks,alarm_weeks,alarm_prevalence,episode_count,total_episode_weeks,median_episode_duration_weeks,maximum_episode_duration_weeks,median_alarm_magnitude,maximum_alarm_magnitude,external_scoring_eligible,interpretation
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,2,primary,19,19,0,4,0.21052631578947367,1,4,4.0,4.0,13.126715129484229,35.66466158293501,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.1327258651428855,3.1327258651428855,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,1,0.25,1,1,1.0,1.0,13.348207686335384,13.348207686335384,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,46,4,42,1,0.25,1,1,1.0,1.0,4.308491311138758,4.308491311138758,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,3,0.15789473684210525,1,3,3.0,3.0,12.50370654162418,13.749723717344278,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,46,3,43,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,13.126715129484229,13.749723717344278,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,46,33,13,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,14.970509096418116,14.970509096418116,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,46,33,13,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,46,6,40,1,0.16666666666666666,1,1,1.0,1.0,3.7489673671748154,3.7489673671748154,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,7.007559690344135,7.007559690344135,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,46,5,41,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,46,3,43,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,26,sensitivity,3.0,primary,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,2,2,1.0,1.0,4.975913566458932,5.022315833108454,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,5,0.15151515151515152,3,5,1.0,3.0,4.308491311138758,5.556241607237398,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,7,0.3684210526315789,3,7,1.0,5.0,7.716547393247793,35.66466158293501,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,8.664913963964063,9.204908523488665,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,1,0.1,1,1,1.0,1.0,18.33436154968371,18.33436154968371,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,2,0.0625,1,2,2.0,2.0,4.0612117114554795,4.308491311138758,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,4,0.21052631578947367,1,4,4.0,4.0,13.126715129484229,35.66466158293501,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,46,31,15,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,46,31,15,1,0.03225806451612903,1,1,1.0,1.0,4.308491311138758,4.308491311138758,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,19,19,0,3,0.15789473684210525,1,3,3.0,3.0,12.50370654162418,13.749723717344278,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,3,sensitivity,36,8,28,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,46,30,16,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,13.126715129484229,13.749723717344278,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,26,sensitivity,3.5,sensitivity,4,sensitivity,36,7,29,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,14.970509096418116,14.970509096418116,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,3,0.09090909090909091,3,3,1.0,1.0,4.758475919479688,4.858825532090773,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,46,33,13,1,0.030303030303030304,1,1,1.0,1.0,3.7489673671748154,3.7489673671748154,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.9854646050158493,3.9854646050158493,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,1,sensitivity,36,10,26,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,36,9,27,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,46,32,14,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,26,sensitivity,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
