owner,repo,repo_full,release_id,tag_name,name,draft,prerelease,created_at,published_at,published_at_dt,created_at_dt,release_time_dt
tektoncd,pipeline,tektoncd/pipeline,189055953,v0.66.0,"Tekton Pipeline release v0.66.0 ""American Curl AL-76""",False,False,2024-12-03T11:42:27Z,2024-12-04T22:16:05Z,2024-12-04 22:16:05+00:00,2024-12-03 11:42:27+00:00,2024-12-04 22:16:05+00:00
tektoncd,pipeline,tektoncd/pipeline,189166136,v0.65.4,"Tekton Pipeline release v0.65.4 ""Sokoke Herbie""",False,False,2024-12-03T13:18:27Z,2024-12-05T13:12:08Z,2024-12-05 13:12:08+00:00,2024-12-03 13:18:27+00:00,2024-12-05 13:12:08+00:00
tektoncd,pipeline,tektoncd/pipeline,188682876,v0.65.3,"Tekton Pipeline release v0.65.3 ""Sokoke Herbie""",False,False,2024-11-25T14:42:23Z,2024-12-03T11:46:54Z,2024-12-03 11:46:54+00:00,2024-11-25 14:42:23+00:00,2024-12-03 11:46:54+00:00
tektoncd,pipeline,tektoncd/pipeline,186134970,v0.65.2,"Tekton Pipeline release v0.65.2 ""Sokoke Herbie""",False,False,2024-11-18T16:44:20Z,2024-11-19T09:09:41Z,2024-11-19 09:09:41+00:00,2024-11-18 16:44:20+00:00,2024-11-19 09:09:41+00:00
tektoncd,pipeline,tektoncd/pipeline,186139764,v0.62.6,"Tekton Pipeline release v0.62.6 ""Ragamuffin Reventlov""",False,False,2024-11-18T16:50:20Z,2024-11-20T07:44:25Z,2024-11-20 07:44:25+00:00,2024-11-18 16:50:20+00:00,2024-11-20 07:44:25+00:00
tektoncd,pipeline,tektoncd/pipeline,186212500,v0.59.5,"Tekton Pipeline release v0.59.5 ""Scottish Fold Sox""",False,False,2024-11-18T16:40:20Z,2024-11-20T07:44:38Z,2024-11-20 07:44:38+00:00,2024-11-18 16:40:20+00:00,2024-11-20 07:44:38+00:00
tektoncd,pipeline,tektoncd/pipeline,183873331,v0.65.1,"Tekton Pipeline release v0.65.1 ""Sokoke Herbie LTS""",False,False,2024-11-05T19:40:31Z,2024-11-06T08:15:23Z,2024-11-06 08:15:23+00:00,2024-11-05 19:40:31+00:00,2024-11-06 08:15:23+00:00
tektoncd,pipeline,tektoncd/pipeline,183873171,v0.62.5,"Tekton Pipeline release v0.62.5 ""Ragamuffin Reventlov""",False,False,2024-11-05T19:40:31Z,2024-11-06T08:15:08Z,2024-11-06 08:15:08+00:00,2024-11-05 19:40:31+00:00,2024-11-06 08:15:08+00:00
tektoncd,pipeline,tektoncd/pipeline,186366136,v0.56.9,"Tekton Pipeline release v0.56.9 ""Persian Terminator""",False,False,2024-11-05T19:40:31Z,2024-12-03T11:47:14Z,2024-12-03 11:47:14+00:00,2024-11-05 19:40:31+00:00,2024-12-03 11:47:14+00:00
tektoncd,pipeline,tektoncd/pipeline,182274858,v0.65.0,"Tekton Pipeline release v0.65.0 ""Sokoke Herbie LTS""",False,False,2024-10-24T10:28:51Z,2024-10-28T14:52:16Z,2024-10-28 14:52:16+00:00,2024-10-24 10:28:51+00:00,2024-10-28 14:52:16+00:00
tektoncd,pipeline,tektoncd/pipeline,180392173,v0.62.4,"Tekton Pipeline release v0.62.4 ""Ragamuffin Reventlov""",False,False,2024-10-16T09:16:30Z,2024-10-17T08:55:56Z,2024-10-17 08:55:56+00:00,2024-10-16 09:16:30+00:00,2024-10-17 08:55:56+00:00
tektoncd,pipeline,tektoncd/pipeline,180392848,v0.59.4,"Tekton Pipeline release v0.59.4 ""Scottish Fold Sox""",False,False,2024-10-16T09:16:30Z,2024-10-17T08:55:45Z,2024-10-17 08:55:45+00:00,2024-10-16 09:16:30+00:00,2024-10-17 08:55:45+00:00
tektoncd,pipeline,tektoncd/pipeline,180279060,v0.56.8,"Tekton Pipeline release v0.56.8 ""Persian Terminator""",False,False,2024-10-16T09:16:30Z,2024-10-17T08:54:12Z,2024-10-17 08:54:12+00:00,2024-10-16 09:16:30+00:00,2024-10-17 08:54:12+00:00
tektoncd,pipeline,tektoncd/pipeline,180295883,v0.53.9,"Tekton Pipeline release v0.53.9 ""Chartreux Rachael""",False,False,2024-10-16T09:16:30Z,2024-10-17T08:53:47Z,2024-10-17 08:53:47+00:00,2024-10-16 09:16:30+00:00,2024-10-17 08:53:47+00:00
tektoncd,pipeline,tektoncd/pipeline,177258978,v0.64.0,"Tekton Pipeline release v0.64.0 ""Ragamuffin Reventlov""",False,False,2024-09-27T08:38:03Z,2024-09-27T10:18:29Z,2024-09-27 10:18:29+00:00,2024-09-27 08:38:03+00:00,2024-09-27 10:18:29+00:00
tektoncd,pipeline,tektoncd/pipeline,173239149,v0.62.3,"Tekton Pipeline release v0.62.3 ""Birman HAL LTS""",False,False,2024-09-02T20:31:18Z,2024-09-03T14:56:51Z,2024-09-03 14:56:51+00:00,2024-09-02 20:31:18+00:00,2024-09-03 14:56:51+00:00
tektoncd,pipeline,tektoncd/pipeline,172831791,v0.63.0,"Tekton Pipeline release v0.63.0 ""Abyssinian K-9""",False,False,2024-08-30T09:35:17Z,2024-08-30T18:58:24Z,2024-08-30 18:58:24+00:00,2024-08-30 09:35:17+00:00,2024-08-30 18:58:24+00:00
tektoncd,pipeline,tektoncd/pipeline,171637569,v0.62.2,"Tekton Pipeline release v0.62.2 ""Birman HAL LTS""",False,False,2024-08-20T08:20:11Z,2024-08-23T10:14:10Z,2024-08-23 10:14:10+00:00,2024-08-20 08:20:11+00:00,2024-08-23 10:14:10+00:00
tektoncd,pipeline,tektoncd/pipeline,168786409,v0.56.7,"Tekton Pipeline release v0.56.7 ""Persian Terminator""",False,False,2024-08-01T08:31:15Z,2024-08-06T08:27:16Z,2024-08-06 08:27:16+00:00,2024-08-01 08:31:15+00:00,2024-08-06 08:27:16+00:00
tektoncd,pipeline,tektoncd/pipeline,168754942,v0.62.1,"Tekton Pipeline release v0.62.1 ""Birman HAL LTS""",False,False,2024-07-31T15:09:15Z,2024-08-06T08:26:29Z,2024-08-06 08:26:29+00:00,2024-07-31 15:09:15+00:00,2024-08-06 08:26:29+00:00
tektoncd,pipeline,tektoncd/pipeline,168767467,v0.59.3,"Tekton Pipeline release v0.59.3 ""Scottish Fold Sox""",False,False,2024-07-31T14:53:15Z,2024-08-06T08:26:53Z,2024-08-06 08:26:53+00:00,2024-07-31 14:53:15+00:00,2024-08-06 08:26:53+00:00
tektoncd,pipeline,tektoncd/pipeline,167221259,v0.62.0,"Tekton Pipeline release v0.62.0 ""Birman HAL LTS""",False,False,2024-07-25T12:49:47Z,2024-07-25T23:24:17Z,2024-07-25 23:24:17+00:00,2024-07-25 12:49:47+00:00,2024-07-25 23:24:17+00:00
tektoncd,pipeline,tektoncd/pipeline,168866651,v0.53.8,"Tekton Pipeline release v0.53.8 ""Chartreux Rachael""",False,False,2024-07-15T15:12:52Z,2024-08-06T11:39:50Z,2024-08-06 11:39:50+00:00,2024-07-15 15:12:52+00:00,2024-08-06 11:39:50+00:00
tektoncd,pipeline,tektoncd/pipeline,164632348,v0.61.1,"Tekton Pipeline release v0.61.1 ""Ragdoll Data""",False,False,2024-07-09T13:54:18Z,2024-07-09T14:57:06Z,2024-07-09 14:57:06+00:00,2024-07-09 13:54:18+00:00,2024-07-09 14:57:06+00:00
tektoncd,pipeline,tektoncd/pipeline,164078255,v0.59.2,"Tekton Pipeline release v0.59.2 ""Scottish Fold Sox""",False,False,2024-07-04T20:03:28Z,2024-07-04T23:40:18Z,2024-07-04 23:40:18+00:00,2024-07-04 20:03:28+00:00,2024-07-04 23:40:18+00:00
tektoncd,pipeline,tektoncd/pipeline,164477269,v0.56.6,"Tekton Pipeline release v0.56.6 ""Persian Terminator""",False,False,2024-07-04T07:37:28Z,2024-07-08T20:25:14Z,2024-07-08 20:25:14+00:00,2024-07-04 07:37:28+00:00,2024-07-08 20:25:14+00:00
tektoncd,pipeline,tektoncd/pipeline,162403049,v0.61.0,"Tekton Pipeline release v0.61.0 ""Ragdoll Data""",False,False,2024-06-24T14:41:21Z,2024-06-25T22:43:59Z,2024-06-25 22:43:59+00:00,2024-06-24 14:41:21+00:00,2024-06-25 22:43:59+00:00
tektoncd,pipeline,tektoncd/pipeline,159513299,v0.53.7,"Tekton Pipeline release v0.53.7 ""Chartreux Rachael""",False,False,2024-06-05T12:47:13Z,2024-06-08T13:58:09Z,2024-06-08 13:58:09+00:00,2024-06-05 12:47:13+00:00,2024-06-08 13:58:09+00:00
tektoncd,pipeline,tektoncd/pipeline,159507549,v0.60.2,"Tekton Pipeline release v0.60.2 ""Chinchilla Tobor""",False,False,2024-06-04T23:23:12Z,2024-06-08T12:40:37Z,2024-06-08 12:40:37+00:00,2024-06-04 23:23:12+00:00,2024-06-08 12:40:37+00:00
tektoncd,pipeline,tektoncd/pipeline,159506806,v0.59.1,"Tekton Pipeline release v0.59.1 ""Scottish Fold Sox""",False,False,2024-06-04T19:11:12Z,2024-06-08T12:07:50Z,2024-06-08 12:07:50+00:00,2024-06-04 19:11:12+00:00,2024-06-08 12:07:50+00:00
tektoncd,pipeline,tektoncd/pipeline,159507650,v0.56.5,"Tekton Pipeline release v0.56.5 ""Persian Terminator""",False,False,2024-06-04T19:11:12Z,2024-06-08T12:42:04Z,2024-06-08 12:42:04+00:00,2024-06-04 19:11:12+00:00,2024-06-08 12:42:04+00:00
tektoncd,pipeline,tektoncd/pipeline,157842354,v0.60.1,"Tekton Pipeline release v0.60.1 ""Chinchilla Tobor""",False,False,2024-05-27T21:18:40Z,2024-05-28T18:09:12Z,2024-05-28 18:09:12+00:00,2024-05-27 21:18:40+00:00,2024-05-28 18:09:12+00:00
tektoncd,pipeline,tektoncd/pipeline,156974222,v0.60.0,"Tekton Pipeline release v0.60.0 ""Chinchilla Tobor""",False,False,2024-05-22T14:10:38Z,2024-05-22T20:17:44Z,2024-05-22 20:17:44+00:00,2024-05-22 14:10:38+00:00,2024-05-22 20:17:44+00:00
tektoncd,pipeline,tektoncd/pipeline,152895334,v0.59.0,"Tekton Pipeline release v0.59.0 ""Scottish Fold Sox"" LTS",False,False,2024-04-25T17:17:55Z,2024-04-25T22:20:18Z,2024-04-25 22:20:18+00:00,2024-04-25 17:17:55+00:00,2024-04-25 22:20:18+00:00
tektoncd,pipeline,tektoncd/pipeline,150291066,v0.56.4,"Tekton Pipeline release v0.56.4 ""Persian Terminator""",False,False,2024-04-08T15:07:50Z,2024-04-08T21:07:48Z,2024-04-08 21:07:48+00:00,2024-04-08 15:07:50+00:00,2024-04-08 21:07:48+00:00
tektoncd,pipeline,tektoncd/pipeline,150269135,v0.53.6,"Tekton Pipeline release v0.53.6 ""Chartreux Rachael""",False,False,2024-04-08T15:23:50Z,2024-04-08T19:57:24Z,2024-04-08 19:57:24+00:00,2024-04-08 15:23:50+00:00,2024-04-08 19:57:24+00:00
tektoncd,pipeline,tektoncd/pipeline,150305228,v0.50.6,"Tekton Pipeline release v0.50.6 ""Russian Blue Daneel Olivaw""",False,False,2024-04-08T19:57:50Z,2024-04-09T08:54:55Z,2024-04-09 08:54:55+00:00,2024-04-08 19:57:50+00:00,2024-04-09 08:54:55+00:00
tektoncd,pipeline,tektoncd/pipeline,150307707,v0.47.9,"Tekton Pipeline release v0.47.9 ""Chartreux Rachael""",False,False,2024-04-08T19:57:50Z,2024-04-09T08:54:15Z,2024-04-09 08:54:15+00:00,2024-04-08 19:57:50+00:00,2024-04-09 08:54:15+00:00
tektoncd,pipeline,tektoncd/pipeline,150225208,v0.47.8,"Tekton Pipeline release v0.47.8 ""Chartreux Rachael""",False,False,2024-04-05T22:09:50Z,2024-04-08T13:51:04Z,2024-04-08 13:51:04+00:00,2024-04-05 22:09:50+00:00,2024-04-08 13:51:04+00:00
tektoncd,pipeline,tektoncd/pipeline,148694022,v0.56.3,"Tekton Pipeline release v0.56.3 ""Persian Terminator""",False,False,2024-03-27T12:18:38Z,2024-03-27T15:42:42Z,2024-03-27 15:42:42+00:00,2024-03-27 12:18:38+00:00,2024-03-27 15:42:42+00:00
tektoncd,pipeline,tektoncd/pipeline,148657559,v0.53.5,"Tekton Pipeline release v0.53.5 ""Munchkin Maschinenmensch""",False,False,2024-03-25T15:36:38Z,2024-03-27T11:52:40Z,2024-03-27 11:52:40+00:00,2024-03-25 15:36:38+00:00,2024-03-27 11:52:40+00:00
tektoncd,pipeline,tektoncd/pipeline,148671635,v0.47.7,"Tekton Pipeline release v0.47.7 ""Chartreux Rachael""",False,False,2024-03-25T16:34:37Z,2024-03-27T14:07:33Z,2024-03-27 14:07:33+00:00,2024-03-25 16:34:37+00:00,2024-03-27 14:07:33+00:00
tektoncd,pipeline,tektoncd/pipeline,147595299,v0.58.0,"Tekton Pipeline release v0.58.0 ""Bombay Robbie""",False,False,2024-03-20T07:16:34Z,2024-03-20T21:34:54Z,2024-03-20 21:34:54+00:00,2024-03-20 07:16:34+00:00,2024-03-20 21:34:54+00:00
tektoncd,pipeline,tektoncd/pipeline,144966200,v0.56.2,"Tekton Pipeline release v0.56.2 ""Persian Terminator""",False,False,2024-03-04T16:53:30Z,2024-03-06T17:55:15Z,2024-03-06 17:55:15+00:00,2024-03-04 16:53:30+00:00,2024-03-06 17:55:15+00:00
tektoncd,pipeline,tektoncd/pipeline,144952347,v0.53.4,"Tekton Pipeline release v0.53.4 ""Munchkin Maschinenmensch""",False,False,2024-03-04T17:01:30Z,2024-03-05T21:42:16Z,2024-03-05 21:42:16+00:00,2024-03-04 17:01:30+00:00,2024-03-05 21:42:16+00:00
tektoncd,pipeline,tektoncd/pipeline,142854357,v0.57.0,"Tekton Pipeline release v0.57.0 ""Burmilla Baymax""",False,False,2024-02-20T16:55:24Z,2024-02-20T20:22:07Z,2024-02-20 20:22:07+00:00,2024-02-20 16:55:24+00:00,2024-02-20 20:22:07+00:00
tektoncd,pipeline,tektoncd/pipeline,141844968,v0.56.1,"Tekton Pipeline release v0.56.1 ""Persian Terminator""",False,False,2024-02-13T08:27:20Z,2024-02-13T16:36:20Z,2024-02-13 16:36:20+00:00,2024-02-13 08:27:20+00:00,2024-02-13 16:36:20+00:00
tektoncd,pipeline,tektoncd/pipeline,137798412,v0.56.0,"Tekton Pipeline release v0.56.0 ""Persian Terminator LTS""",False,False,2024-01-19T17:05:00Z,2024-01-19T21:01:21Z,2024-01-19 21:01:21+00:00,2024-01-19 17:05:00+00:00,2024-01-19 21:01:21+00:00
tektoncd,pipeline,tektoncd/pipeline,136469856,v0.47.6,"Tekton Pipeline release v0.47.6 ""Chartreux Rachael""",False,False,2024-01-03T15:02:51Z,2024-01-10T14:20:07Z,2024-01-10 14:20:07+00:00,2024-01-03 15:02:51+00:00,2024-01-10 14:20:07+00:00
