repo_full,pr_number,node_id,state,draft,created_at,updated_at,closed_at,merged_at,author_login,author_type,author_association,additions,deletions,changed_files,commits_count,comments_count,review_comments_count,head_sha,head_ref,head_repo_full,base_sha,base_ref,merge_commit_sha,created_at_ts,closed_at_ts,merged_at_ts,event_type,resolution_at,observation_end_at,first_qualified_review_at,received_qualified_review,author_login_key,author_prior_pr_count,author_prior_resolved_count,author_prior_merged_count,author_prior_merge_rate,author_newcomer,repo_open_prs_at_creation,repo_pr_arrivals_28d,repo_merges_28d,ci_context_week,prior_week_ci_attempts_total,prior_week_ci_outcome_n,prior_week_ci_failure_count,prior_week_ci_failure_rate,prior_week_ci_latency_n,prior_week_ci_feedback_latency_median_min,prior_week_ci_feedback_latency_p90_min,prior_week_ci_queue_latency_median_min,prior_week_ci_execution_span_median_min,prior_week_ci_logical_run_n,prior_week_ci_rerun_count,prior_week_ci_rerun_rate,prior_week_ci_additional_attempt_count,prior_week_ci_failed_then_passed_count,prior_week_ci_failed_then_passed_rate_among_reruns,prior_week_ci_merged_pr_count,prior_week_ci_pr_cycle_hours_median,prior_week_ci_qualified_review_latency_hours_median,prior_week_ci_reviewed_pr_n,prior_week_ci_churn_median,prior_week_ci_changed_files_median,prior_week_ci_commits_median,prior_week_ci_created_pr_count,prior_week_ci_workflow_count,prior_week_ci_workflow_concentration_hhi,prior_week_ci_release_count,prior_week_ci_split,prior_week_ci_external_calibration,prior_week_ci_external_evaluation_eligible,prior_week_ci_workflow_adjusted_latency_log,prior_week_ci_latency_log_raw,prior_week_ci_latency_log,prior_week_ci_context_available,time_to_first_review_hours,time_to_resolution_hours,resolution_observed
docker/cli,6278,PR_kwDOBT74_c6j3l_A,closed,0,2025-08-15T17:18:11Z,2025-08-28T18:44:45Z,2025-08-15T20:06:03Z,2025-08-15T20:06:03Z,thaJeztah,User,MEMBER,9,9,9,1,1,0,2b4e0a0f4577dc9bda5a28b33903c7303acc85d0,28.x_backport_update-golang-1.24.6,thaJeztah/cli,2dc9daae32dcd812528d282ca9d0a7ae89ada79a,28.x,,2025-08-15 17:18:11+00:00,2025-08-15 20:06:03+00:00,2025-08-15 20:06:03+00:00,merged,2025-08-15 20:06:03+00:00,2025-08-15 20:06:03+00:00,2025-08-15 20:05:54+00:00,1,thajeztah,654,634,612,0.9652996845425867,0,85,72,53,2025-08-04 00:00:00+00:00,293.0,281.0,51.0,0.1814946619217081,281.0,1.8833333333333333,4.316666666666666,0.05,1.8333333333333333,262.0,22.0,0.0839694656488549,31.0,18.0,0.8181818181818182,16.0,13.337916666666668,6.287638888888889,16.0,66.5,7.0,1.0,13.0,6.0,0.1847546273107432,,train,False,False,-0.0014341722822259,1.0589470322756782,-0.0014341722822259,1,2.7952777777777778,2.7977777777777777,1
docker/cli,6279,PR_kwDOBT74_c6j46qJ,closed,0,2025-08-15T20:18:00Z,2025-08-16T16:44:54Z,2025-08-16T14:21:40Z,2025-08-16T14:21:40Z,thaJeztah,User,MEMBER,1,1,1,1,1,0,d0ac0acff01dc8834e7829679c3183e59d9af247,deprecate_ValidateHost,thaJeztah/cli,53b6fddcedc633e9f1e982a55aa8b07b7ff75b65,master,,2025-08-15 20:18:00+00:00,2025-08-16 14:21:40+00:00,2025-08-16 14:21:40+00:00,merged,2025-08-16 14:21:40+00:00,2025-08-16 14:21:40+00:00,2025-08-16 14:21:35+00:00,1,thajeztah,655,635,613,0.9653543307086614,0,85,73,54,2025-08-04 00:00:00+00:00,293.0,281.0,51.0,0.1814946619217081,281.0,1.8833333333333333,4.316666666666666,0.05,1.8333333333333333,262.0,22.0,0.0839694656488549,31.0,18.0,0.8181818181818182,16.0,13.337916666666668,6.287638888888889,16.0,66.5,7.0,1.0,13.0,6.0,0.1847546273107432,,train,False,False,-0.0014341722822259,1.0589470322756782,-0.0014341722822259,1,18.059722222222224,18.06111111111111,1
docker/cli,6280,PR_kwDOBT74_c6j48B5,closed,0,2025-08-15T20:20:14Z,2025-08-16T14:24:42Z,2025-08-16T14:21:56Z,2025-08-16T14:21:56Z,thaJeztah,User,MEMBER,1,1,1,1,1,0,511821052ae39cba0ad60f52e5b5b7ea330ec792,28.x_backport_deprecate_ValidateHost,thaJeztah/cli,bce66f61261ac4a483292b83e1d0635c344c744a,28.x,,2025-08-15 20:20:14+00:00,2025-08-16 14:21:56+00:00,2025-08-16 14:21:56+00:00,merged,2025-08-16 14:21:56+00:00,2025-08-16 14:21:56+00:00,2025-08-16 14:21:51+00:00,1,thajeztah,656,637,615,0.9654631083202512,0,84,74,56,2025-08-04 00:00:00+00:00,293.0,281.0,51.0,0.1814946619217081,281.0,1.8833333333333333,4.316666666666666,0.05,1.8333333333333333,262.0,22.0,0.0839694656488549,31.0,18.0,0.8181818181818182,16.0,13.337916666666668,6.287638888888889,16.0,66.5,7.0,1.0,13.0,6.0,0.1847546273107432,,train,False,False,-0.0014341722822259,1.0589470322756782,-0.0014341722822259,1,18.026944444444446,18.028333333333332,1
docker/cli,6281,PR_kwDOBT74_c6j5ksn,closed,0,2025-08-15T21:42:00Z,2025-08-18T15:14:58Z,2025-08-18T09:24:11Z,2025-08-18T09:24:11Z,thaJeztah,User,MEMBER,41,7,3,2,2,0,f14eeeb361acbdf8c30cd3c57c927b5a7a724c99,hosts_regular_stringarray,thaJeztah/cli,7eab668982645def1cd46fe1b60894cba6fd17a4,master,,2025-08-15 21:42:00+00:00,2025-08-18 09:24:11+00:00,2025-08-18 09:24:11+00:00,merged,2025-08-18 09:24:11+00:00,2025-08-18 09:24:11+00:00,2025-08-18 08:00:43+00:00,1,thajeztah,657,637,615,0.9654631083202512,0,85,75,56,2025-08-04 00:00:00+00:00,293.0,281.0,51.0,0.1814946619217081,281.0,1.8833333333333333,4.316666666666666,0.05,1.8333333333333333,262.0,22.0,0.0839694656488549,31.0,18.0,0.8181818181818182,16.0,13.337916666666668,6.287638888888889,16.0,66.5,7.0,1.0,13.0,6.0,0.1847546273107432,,train,False,False,-0.0014341722822259,1.0589470322756782,-0.0014341722822259,1,58.31194444444444,59.70305555555556,1
docker/cli,6283,PR_kwDOBT74_c6kEzjs,closed,0,2025-08-18T10:07:50Z,2025-08-18T15:40:25Z,2025-08-18T15:02:16Z,2025-08-18T15:02:16Z,Benehiko,User,MEMBER,49,0,1,1,2,9,4ead8784d01d81b4207450810022f5f916efc891,command/registration,Benehiko/docker-cli,877a6ef29ff72c57f344012d1ecfe437c2e859c3,master,,2025-08-18 10:07:50+00:00,2025-08-18 15:02:16+00:00,2025-08-18 15:02:16+00:00,merged,2025-08-18 15:02:16+00:00,2025-08-18 15:02:16+00:00,2025-08-18 10:50:23+00:00,1,benehiko,41,40,30,0.75,0,76,76,66,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.7091666666666666,4.907222222222222,1
docker/cli,6284,PR_kwDOBT74_c6kE5JD,closed,0,2025-08-18T10:16:03Z,2025-08-19T20:33:59Z,2025-08-19T08:26:26Z,2025-08-19T08:26:26Z,Benehiko,User,MEMBER,18,4,2,1,5,0,1b9d0762a5220d09d710db49ee0db88aa0e23f33,commands/builder,Benehiko/docker-cli,6dcf9ac843aa0e96ac47fb5e5bfc15cb488942a1,master,,2025-08-18 10:16:03+00:00,2025-08-19 08:26:26+00:00,2025-08-19 08:26:26+00:00,merged,2025-08-19 08:26:26+00:00,2025-08-19 08:26:26+00:00,2025-08-19 08:22:35+00:00,1,benehiko,42,40,30,0.75,0,77,77,66,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,22.108888888888888,22.173055555555557,1
docker/cli,6285,PR_kwDOBT74_c6kFXlW,closed,0,2025-08-18T11:03:41Z,2025-08-19T20:34:06Z,2025-08-19T08:27:49Z,2025-08-19T08:27:49Z,Benehiko,User,MEMBER,12,5,2,1,1,0,3265cead1d170c216a8f6860dc5755c7cb52f08c,commands/checkpoint,Benehiko/docker-cli,6dcf9ac843aa0e96ac47fb5e5bfc15cb488942a1,master,,2025-08-18 11:03:41+00:00,2025-08-19 08:27:49+00:00,2025-08-19 08:27:49+00:00,merged,2025-08-19 08:27:49+00:00,2025-08-19 08:27:49+00:00,2025-08-19 08:27:31+00:00,1,benehiko,43,40,30,0.75,0,78,78,66,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,21.397222222222222,21.40222222222222,1
docker/cli,6286,PR_kwDOBT74_c6kFZ0M,closed,0,2025-08-18T11:07:31Z,2025-08-19T20:34:13Z,2025-08-19T08:28:52Z,2025-08-19T08:28:52Z,Benehiko,User,MEMBER,13,6,2,1,1,2,cce29da061b87d67b331e10f719cc2fece359976,commands/config,Benehiko/docker-cli,6dcf9ac843aa0e96ac47fb5e5bfc15cb488942a1,master,,2025-08-18 11:07:31+00:00,2025-08-19 08:28:52+00:00,2025-08-19 08:28:52+00:00,merged,2025-08-19 08:28:52+00:00,2025-08-19 08:28:52+00:00,2025-08-18 16:32:31+00:00,1,benehiko,44,40,30,0.75,0,79,79,66,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,5.416666666666667,21.355833333333333,1
docker/cli,6287,PR_kwDOBT74_c6kG_r8,closed,0,2025-08-18T13:22:43Z,2025-08-18T17:19:15Z,2025-08-18T15:07:33Z,2025-08-18T15:07:33Z,thaJeztah,User,MEMBER,9,17,1,1,1,0,69854c4e08c502f57a1fed4ec58236fae229db37,progress_test,thaJeztah/cli,877a6ef29ff72c57f344012d1ecfe437c2e859c3,master,,2025-08-18 13:22:43+00:00,2025-08-18 15:07:33+00:00,2025-08-18 15:07:33+00:00,merged,2025-08-18 15:07:33+00:00,2025-08-18 15:07:33+00:00,2025-08-18 14:54:09+00:00,1,thajeztah,658,647,625,0.9659969088098919,0,80,80,66,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,1.5238888888888888,1.7472222222222222,1
docker/cli,6288,PR_kwDOBT74_c6kIQdn,closed,0,2025-08-18T15:06:24Z,2025-08-19T16:11:45Z,2025-08-18T16:20:05Z,2025-08-18T16:20:05Z,thaJeztah,User,MEMBER,14,0,1,1,1,0,6f0c66c152e2e64ad38e75a560449a292cc28f7a,deprecate_opts,thaJeztah/cli,5f6dfb00d81f6c72cd194e069d2e7f02889cb89b,master,,2025-08-18 15:06:24+00:00,2025-08-18 16:20:05+00:00,2025-08-18 16:20:05+00:00,merged,2025-08-18 16:20:05+00:00,2025-08-18 16:20:05+00:00,2025-08-18 16:09:58+00:00,1,thajeztah,659,647,625,0.9659969088098919,0,80,81,67,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,1.0594444444444444,1.2280555555555555,1
docker/cli,6289,PR_kwDOBT74_c6kIV_1,closed,0,2025-08-18T15:14:13Z,2025-08-18T16:28:29Z,2025-08-18T16:28:26Z,2025-08-18T16:28:25Z,thaJeztah,User,MEMBER,41,7,3,2,2,0,7091e8bea4172cefb27e863c484d98205d34cedc,28.x_backport_hosts_regular_stringarray,thaJeztah/cli,bcc479b4c36bf773a61781240f2ef639abaa1438,28.x,,2025-08-18 15:14:13+00:00,2025-08-18 16:28:26+00:00,2025-08-18 16:28:25+00:00,merged,2025-08-18 16:28:25+00:00,2025-08-18 16:28:25+00:00,2025-08-18 16:28:09+00:00,1,thajeztah,660,648,626,0.9660493827160493,0,80,82,68,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,1.2322222222222223,1.2366666666666666,1
docker/cli,6290,PR_kwDOBT74_c6kI5Bp,closed,0,2025-08-18T16:01:53Z,2025-08-18T16:19:37Z,2025-08-18T16:16:56Z,2025-08-18T16:16:56Z,thaJeztah,User,MEMBER,34,0,1,1,2,0,ee05a7151319775dea762e98c56d196c4a215215,deprecate_quoted_values,thaJeztah/cli,5f6dfb00d81f6c72cd194e069d2e7f02889cb89b,master,,2025-08-18 16:01:53+00:00,2025-08-18 16:16:56+00:00,2025-08-18 16:16:56+00:00,merged,2025-08-18 16:16:56+00:00,2025-08-18 16:16:56+00:00,2025-08-18 16:09:40+00:00,1,thajeztah,661,648,626,0.9660493827160493,0,81,83,68,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.1297222222222222,0.25083333333333335,1
docker/cli,6291,PR_kwDOBT74_c6kJFV7,closed,0,2025-08-18T16:19:27Z,2025-08-18T16:35:12Z,2025-08-18T16:35:08Z,2025-08-18T16:35:07Z,thaJeztah,User,MEMBER,34,0,1,1,2,0,d1617cb0c034efbbc2bd58fc56cee3ad5cb0b906,28.x_backport_deprecate_quoted_values,thaJeztah/cli,bcc479b4c36bf773a61781240f2ef639abaa1438,28.x,,2025-08-18 16:19:27+00:00,2025-08-18 16:35:08+00:00,2025-08-18 16:35:07+00:00,merged,2025-08-18 16:35:07+00:00,2025-08-18 16:35:07+00:00,2025-08-18 16:28:29+00:00,1,thajeztah,662,649,627,0.9661016949152542,0,81,84,69,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.15055555555555555,0.2611111111111111,1
docker/cli,6292,PR_kwDOBT74_c6kJHCP,closed,0,2025-08-18T16:22:06Z,2025-08-19T10:51:02Z,2025-08-19T10:50:58Z,2025-08-19T10:50:58Z,thaJeztah,User,MEMBER,14,0,1,1,3,0,7ccd6d29c6a46be15ce36e93ab187382fe5defbb,28.x_backport_deprecate_opts,thaJeztah/cli,14f297204fc3fe9939d6121cbe3714c254de7fcb,28.x,,2025-08-18 16:22:06+00:00,2025-08-19 10:50:58+00:00,2025-08-19 10:50:58+00:00,merged,2025-08-19 10:50:58+00:00,2025-08-19 10:50:58+00:00,2025-08-19 10:42:42+00:00,1,thajeztah,663,650,628,0.9661538461538461,0,81,85,70,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,18.343333333333334,18.48111111111111,1
docker/cli,6293,PR_kwDOBT74_c6kJanx,closed,0,2025-08-18T16:53:06Z,2025-08-19T19:04:03Z,2025-08-19T19:03:59Z,2025-08-19T19:03:59Z,thaJeztah,User,MEMBER,0,210,5,4,1,0,5934553198cdb980e909b047b994604233f2a55d,remove_deprecated_opts,thaJeztah/cli,e0af501e30b78c8f4126caf964faea2fee242260,master,,2025-08-18 16:53:06+00:00,2025-08-19 19:03:59+00:00,2025-08-19 19:03:59+00:00,merged,2025-08-19 19:03:59+00:00,2025-08-19 19:03:59+00:00,2025-08-19 18:35:27+00:00,1,thajeztah,664,652,630,0.9662576687116564,0,80,85,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,25.705833333333334,26.18138888888889,1
docker/cli,6294,PR_kwDOBT74_c6kJpja,closed,0,2025-08-18T17:19:03Z,2025-08-19T11:04:35Z,2025-08-19T11:04:32Z,2025-08-19T11:04:32Z,thaJeztah,User,MEMBER,9,14,1,1,1,0,0e474e38f138c25645fdef497c8c546a3a94239f,28.x_backport_progress_test,thaJeztah/cli,6adde56036032b8d74c18aebda26622452582945,28.x,,2025-08-18 17:19:03+00:00,2025-08-19 11:04:32+00:00,2025-08-19 11:04:32+00:00,merged,2025-08-19 11:04:32+00:00,2025-08-19 11:04:32+00:00,2025-08-19 10:42:24+00:00,1,thajeztah,665,652,630,0.9662576687116564,0,81,86,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,17.389166666666668,17.758055555555554,1
docker/cli,6295,PR_kwDOBT74_c6kJ6ed,closed,0,2025-08-18T17:48:50Z,2026-01-15T11:10:23Z,2026-01-15T11:10:19Z,2026-01-15T11:10:19Z,thaJeztah,User,MEMBER,10,12,1,1,2,0,b21139c30f1133998f56082097e859ad3c676326,less_jsonmessage,thaJeztah/cli,32b983a26e2703fd00ff1c40eb5827a6403846db,master,,2025-08-18 17:48:50+00:00,2026-01-15 11:10:19+00:00,2026-01-15 11:10:19+00:00,merged,2026-01-15 11:10:19+00:00,2026-01-15 11:10:19+00:00,2026-01-15 11:09:14+00:00,1,thajeztah,666,652,630,0.9662576687116564,0,82,87,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,3593.34,3593.3580555555554,1
docker/cli,6296,PR_kwDOBT74_c6kK3SL,closed,0,2025-08-18T19:39:07Z,2025-08-20T09:57:02Z,2025-08-20T09:42:45Z,2025-08-20T09:42:45Z,thaJeztah,User,MEMBER,0,25,1,1,4,0,f9777d2517c257c6dd5cb05eb3d7271137b67e8c,cli_rm_deprecated_utils,thaJeztah/cli,e0af501e30b78c8f4126caf964faea2fee242260,master,,2025-08-18 19:39:07+00:00,2025-08-20 09:42:45+00:00,2025-08-20 09:42:45+00:00,merged,2025-08-20 09:42:45+00:00,2025-08-20 09:42:45+00:00,2025-08-19 03:30:36+00:00,1,thajeztah,667,652,630,0.9662576687116564,0,83,87,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,7.858055555555556,38.06055555555555,1
docker/cli,6297,PR_kwDOBT74_c6kK_Vs,closed,0,2025-08-18T19:52:15Z,2026-04-05T05:41:04Z,2025-08-19T03:30:02Z,2025-08-19T03:30:02Z,thaJeztah,User,MEMBER,10,0,1,1,1,0,72f76f2720e5a31918f991ee797bfc3041fad37c,plugin_manager_more_deprecations,thaJeztah/cli,e0af501e30b78c8f4126caf964faea2fee242260,master,,2025-08-18 19:52:15+00:00,2025-08-19 03:30:02+00:00,2025-08-19 03:30:02+00:00,merged,2025-08-19 03:30:02+00:00,2025-08-19 03:30:02+00:00,2025-08-19 03:29:56+00:00,1,thajeztah,668,652,630,0.9662576687116564,0,84,88,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,7.628055555555555,7.629722222222222,1
docker/cli,6298,PR_kwDOBT74_c6kLBhA,closed,0,2025-08-18T19:55:31Z,2025-09-03T16:11:12Z,2025-08-19T10:50:08Z,2025-08-19T10:50:08Z,thaJeztah,User,MEMBER,10,0,1,1,1,0,98b82d515651d61301fd78abeb227bddc58696a2,28.x_backport_plugin_manager_more_deprecations,thaJeztah/cli,6adde56036032b8d74c18aebda26622452582945,28.x,,2025-08-18 19:55:31+00:00,2025-08-19 10:50:08+00:00,2025-08-19 10:50:08+00:00,merged,2025-08-19 10:50:08+00:00,2025-08-19 10:50:08+00:00,2025-08-19 10:41:59+00:00,1,thajeztah,669,652,630,0.9662576687116564,0,85,89,72,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,14.774444444444445,14.910277777777777,1
docker/cli,6299,PR_kwDOBT74_c6kQhMd,closed,0,2025-08-19T09:23:00Z,2025-08-19T20:34:20Z,2025-08-19T11:03:55Z,2025-08-19T11:03:55Z,Benehiko,User,MEMBER,292,118,42,1,1,1,38595fecb6cd1cedecd1201d8a86b4443c467136,commands/container,Benehiko/docker-cli,4c3fa4ac3cb09714b9f34c4ceef0c85c5bc9799f,master,,2025-08-19 09:23:00+00:00,2025-08-19 11:03:55+00:00,2025-08-19 11:03:55+00:00,merged,2025-08-19 11:03:55+00:00,2025-08-19 11:03:55+00:00,2025-08-19 11:03:05+00:00,1,benehiko,45,44,34,0.7727272727272727,0,82,88,74,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,1.6680555555555556,1.6819444444444445,1
docker/cli,6300,PR_kwDOBT74_c6kRWvw,closed,0,2025-08-19T10:41:25Z,2025-08-19T16:13:57Z,2025-08-19T10:48:51Z,2025-08-19T10:48:51Z,thaJeztah,User,MEMBER,2,2,1,1,1,0,ae1727c41ef71f41f7a689a800c8009591ccf0d8,rm_decodeauthconfig,thaJeztah/cli,4c3fa4ac3cb09714b9f34c4ceef0c85c5bc9799f,master,,2025-08-19 10:41:25+00:00,2025-08-19 10:48:51+00:00,2025-08-19 10:48:51+00:00,merged,2025-08-19 10:48:51+00:00,2025-08-19 10:48:51+00:00,2025-08-19 10:43:36+00:00,1,thajeztah,670,653,631,0.9663093415007658,0,83,89,74,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.03638888888888889,0.1238888888888889,1
docker/cli,6301,PR_kwDOBT74_c6kSZLQ,closed,0,2025-08-19T12:17:15Z,2025-08-19T20:34:28Z,2025-08-19T12:37:12Z,2025-08-19T12:37:12Z,Benehiko,User,MEMBER,160,62,24,1,1,1,e66a1456d312cb4e2c09acdc3475c45ce36d6865,commands/image,Benehiko/docker-cli,fcb260df1bbceb90856c54fa08334f156f1ca9a9,master,,2025-08-19 12:17:15+00:00,2025-08-19 12:37:12+00:00,2025-08-19 12:37:12+00:00,merged,2025-08-19 12:37:12+00:00,2025-08-19 12:37:12+00:00,2025-08-19 12:36:50+00:00,1,benehiko,46,45,35,0.7777777777777778,0,79,89,79,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.3263888888888889,0.3325,1
docker/cli,6303,PR_kwDOBT74_c6kSg5E,closed,0,2025-08-19T12:29:11Z,2025-08-19T16:10:38Z,2025-08-19T13:23:39Z,2025-08-19T13:23:39Z,thaJeztah,User,MEMBER,167,135,1,1,2,0,1d571d178d3ff2986068881af0b442ce8fb3f214,deprecated_nit,thaJeztah/cli,2e3d0219123ad76021f48becbcee34d287d75d38,master,,2025-08-19 12:29:11+00:00,2025-08-19 13:23:39+00:00,2025-08-19 13:23:39+00:00,merged,2025-08-19 13:23:39+00:00,2025-08-19 13:23:39+00:00,2025-08-19 13:21:34+00:00,1,thajeztah,671,657,635,0.9665144596651446,0,80,90,79,2025-08-11 00:00:00+00:00,476.0,464.0,73.0,0.1573275862068965,464.0,1.6833333333333331,4.3116666666666665,0.05,1.6666666666666667,448.0,28.0,0.0625,28.0,27.0,0.9642857142857144,23.0,16.439722222222223,8.446666666666667,23.0,31.0,2.0,1.0,28.0,6.0,0.2162629757785467,,train,False,False,0.0069385725630481,0.9870598027623624,0.0069385725630481,1,0.8730555555555556,0.9077777777777778,1
